name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status
Maria Jones,F,816085885,2000-09-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0
William Calhoun,M,731368882,2002-06-28,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Eric Miller,M,606226813,2002-09-11,Freshman,Graduate School of Applied and Professional Psychology,0,0
Kaitlyn Powell,F,698416001,2003-09-19,Sophmore,School of Graduate Studies,0,0
Monica Proctor,F,159075094,2000-02-16,Sophmore,School of Engineering,0,0
Rachel Washington,F,222808385,2005-07-04,Senior,School of Environmental and Biological Sciences,0,0
Devin Hernandez,M,354111427,2003-07-20,Freshman,School of Graduate Studies,0,0
Thomas Rodgers,M,695072703,2003-03-19,Freshman,School of Environmental and Biological Sciences,0,0
Evan Kirby,M,463404583,2002-09-12,Sophmore,School of Environmental and Biological Sciences,0,0
Sean Peterson,M,996950712,2000-02-08,Sophmore,Graduate School of Education,0,0
Morgan Nixon,F,120012090,2002-06-28,Junior,School of Engineering,0,0
Earl Smith,M,944044524,2001-11-12,Sophmore,School of Engineering,0,1
Timothy Martin,M,600861123,2000-07-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Warren Torres,M,579379907,2002-01-03,Junior,School of Communication and Information,0,0
Destiny Tate,F,393649960,2003-08-07,Junior,School of Environmental and Biological Sciences,0,0
Brandon Madden,M,789442528,2000-11-17,Senior,Mason Gross School of the Arts,0,0
Michael Woods,M,232566288,2004-05-05,Freshman,School of Engineering,0,0
Monica Hobbs,F,169785887,2003-10-12,Junior,Graduate School of Applied and Professional Psychology,0,0
Jennifer Shaw,F,992778728,2001-06-26,Senior,School of Communication and Information,1,0
Cassidy Miller,F,873590707,1999-11-10,Sophmore,Graduate School of Education,0,0
Haley Sanders,F,790818827,2004-11-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Scott White,M,419237619,2001-06-13,Freshman,School of Graduate Studies,0,0
Kayla Romero,F,386069445,2000-06-10,Senior,Graduate School of Education,0,0
Stacey Foster,F,824525805,2001-03-18,Junior,Graduate School of Education,0,0
Samantha Young,F,479207410,2003-03-19,Junior,School of Arts and Sciences,0,0
Timothy Mason,M,370802397,2003-04-29,Senior,Mason Gross School of the Arts,0,0
Rachel Griffin,F,684740051,2004-04-05,Sophmore,School of Arts and Sciences,0,0
William Pearson,M,421914979,2004-03-31,Junior,School of Graduate Studies,0,0
Susan Foster,F,116259238,2003-05-29,Freshman,School of Arts and Sciences,0,0
Tina Blake,F,580755294,1999-10-14,Junior,School of Graduate Studies,0,0
Melanie Petersen,F,756007600,2001-10-03,Senior,School of Environmental and Biological Sciences,0,0
Angel Jones,M,920104437,2004-03-28,Freshman,Graduate School of Applied and Professional Psychology,0,0
Michael Edwards,M,845578372,2000-06-02,Freshman,Graduate School of Applied and Professional Psychology,1,0
Antonio Baker,M,845942293,2001-08-10,Freshman,School of Arts and Sciences,0,0
Bill Wilkinson,M,625278784,2002-06-16,Sophmore,School of Communication and Information,0,0
Heather Wilson,F,791101242,2002-04-25,Freshman,Mason Gross School of the Arts,0,0
Ricky Sanchez,M,185183526,2005-01-07,Senior,School of Environmental and Biological Sciences,0,0
Crystal Smith,F,592967179,2000-10-03,Freshman,School of Graduate Studies,0,0
Christopher Hall,M,929981471,2000-09-17,Junior,School of Communication and Information,0,0
Paul Carroll,M,147411809,2003-03-11,Freshman,School of Engineering,0,0
Jill Watson,F,371675369,2000-11-25,Freshman,School of Communication and Information,0,0
Felicia Mueller,F,968378423,2001-02-21,Senior,School of Graduate Studies,0,0
Joshua Lewis,M,863304638,2005-08-19,Freshman,School of Graduate Studies,0,0
Tyler Johnson,M,262837309,2002-08-04,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Jeremiah Clark,M,749281724,2005-04-30,Senior,School of Graduate Studies,0,0
Mary Nichols,F,990395664,2000-03-15,Sophmore,Mason Gross School of the Arts,0,0
Alicia Lee,F,322569766,2002-05-18,Junior,Graduate School of Applied and Professional Psychology,1,0
Gabrielle Wade,F,827968982,2002-01-21,Sophmore,School of Graduate Studies,0,0
Bradley Huffman,M,213262880,2000-12-04,Senior,Graduate School of Applied and Professional Psychology,0,0
Janet Keller,F,914256104,2004-02-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jake Gonzalez,M,140265294,2002-06-07,Senior,Graduate School of Education,1,0
Stephanie Frey,F,175653484,2004-12-03,Sophmore,School of Graduate Studies,0,0
Rebecca Espinoza,F,716243277,2004-03-11,Sophmore,Graduate School of Applied and Professional Psychology,0,0
Kimberly Waller,F,679534148,2004-03-19,Freshman,School of Graduate Studies,0,0
Gabriel Ramirez,M,624475092,2000-09-20,Sophmore,School of Communication and Information,0,0
Shelia Becker,F,150848349,2000-12-12,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Elizabeth Adams,F,779449018,2003-08-17,Freshman,School of Engineering,0,0
Cody Rogers,M,672923011,2004-06-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
James Campbell,M,484974859,2002-01-20,Freshman,School of Communication and Information,0,0
Ryan Vaughn,M,929942652,2004-02-25,Junior,School of Engineering,0,0
Rhonda Sullivan,F,125660174,2000-12-09,Junior,School of Arts and Sciences,1,0
Christopher Stafford,M,903086890,2005-01-18,Senior,Graduate School of Education,0,0
Megan Hall,F,971496475,2002-06-01,Freshman,School of Graduate Studies,0,0
Matthew Garcia,M,861164876,2002-10-27,Senior,Graduate School of Education,0,0
Tiffany Mason,F,209290664,2004-04-14,Sophmore,Graduate School of Education,0,0
Marc Vasquez,M,490742953,2005-07-22,Sophmore,School of Engineering,0,0
Matthew Holden,M,644727757,2000-02-20,Junior,School of Graduate Studies,0,0
Gary Lyons,M,192244931,2004-08-14,Freshman,Mason Gross School of the Arts,0,0
Evelyn Black,F,422012717,2003-07-01,Senior,School of Communication and Information,0,0
Russell Sanchez,M,696772383,2002-10-26,Sophmore,Mason Gross School of the Arts,0,0
Nicholas Cisneros,M,382040736,2004-03-30,Senior,School of Engineering,0,0
John Cole,M,427619006,2001-08-03,Senior,Mason Gross School of the Arts,0,0
Jacob Jackson,M,571706534,2005-09-01,Sophmore,School of Environmental and Biological Sciences,0,0
Raymond Collins,M,865532061,2004-12-05,Freshman,Mason Gross School of the Arts,0,0
Christopher Jones,M,664730460,2004-10-31,Freshman,Graduate School of Applied and Professional Psychology,0,0
April Garcia,F,240822254,2000-01-15,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Michael Jordan,M,550914146,2000-05-25,Junior,School of Communication and Information,0,0
Steven Robinson,M,935926333,1999-11-20,Senior,School of Engineering,1,0
Mary Guzman,F,742933525,2000-05-23,Freshman,Mason Gross School of the Arts,0,0
Michael Johnson,M,442695495,1999-10-19,Freshman,School of Engineering,0,0
Kristen Brown,F,455642808,2003-07-25,Senior,School of Graduate Studies,0,0
Jason Anderson,M,474408257,2000-11-12,Freshman,School of Graduate Studies,0,0
Kimberly Donovan,F,289949412,2002-08-19,Junior,School of Arts and Sciences,0,0
Janice Bailey,F,223800275,2002-07-23,Junior,School of Communication and Information,0,0
Mr. Phillip Sanders,M,485283915,2002-07-29,Sophmore,Graduate School of Education,0,0
Stephanie James,F,842331391,2004-01-15,Senior,School of Graduate Studies,0,0
Katherine Herrera,F,747544908,2002-01-28,Senior,School of Graduate Studies,0,0
Rachel Byrd,F,586957017,2005-09-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Ronald Nolan,M,646734868,2004-08-30,Sophmore,School of Environmental and Biological Sciences,0,0
Joshua Foster,M,424483569,2002-10-20,Senior,Graduate School of Education,0,0
Jackson Lutz,M,163608509,2003-04-14,Sophmore,School of Arts and Sciences,0,0
Heather Smith,F,380798792,2004-11-21,Junior,School of Environmental and Biological Sciences,0,0
Kyle Stevens,M,675158395,2001-07-04,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Eddie Burch,M,817453866,2003-10-05,Junior,School of Arts and Sciences,0,0
Shannon Ramos,F,335327425,2004-04-14,Freshman,School of Graduate Studies,0,0
Jessica Parker,F,640167688,2003-07-20,Junior,School of Communication and Information,0,0
Natalie Griffin,F,755126646,2005-06-23,Senior,School of Engineering,0,0
Mary Arias,F,263964865,2001-02-15,Junior,Graduate School of Applied and Professional Psychology,0,0
Carla Young,F,701045763,2005-04-11,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Brandon Stein,M,837481952,2003-05-08,Sophmore,Graduate School of Education,0,0
James Woodward,M,748118742,2002-05-05,Junior,Graduate School of Education,0,0
James Lopez,M,103223869,2004-11-10,Sophmore,School of Graduate Studies,0,0
Nicholas Harris,M,497198597,2000-10-18,Junior,School of Graduate Studies,0,0
Edward Brady,M,662448843,2001-07-31,Junior,Mason Gross School of the Arts,0,0
Kathryn Duran,F,891846556,2004-05-15,Sophmore,School of Communication and Information,1,0
Mary Clark,F,945688565,1999-11-06,Junior,School of Communication and Information,0,0
Michelle Weiss,F,506803401,2002-07-23,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Allison Johnson,F,501871102,2000-05-27,Senior,Mason Gross School of the Arts,0,0
William Shelton,M,457272234,2003-02-09,Freshman,School of Arts and Sciences,0,0
Lisa Hale,F,291781333,2004-01-03,Freshman,Graduate School of Applied and Professional Psychology,0,0
Ralph Gay,M,916041038,2000-05-01,Senior,Graduate School of Applied and Professional Psychology,1,0
Erica Wiggins,F,667235746,1999-10-28,Freshman,School of Engineering,0,0
Rachel Nichols,F,544443057,2000-06-19,Senior,School of Arts and Sciences,0,0
Dean Rice,M,391767363,1999-12-05,Sophmore,School of Communication and Information,0,0
Becky Stone,F,284052341,2001-04-29,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Tanner Roberts MD,M,688693263,2003-02-12,Sophmore,Rutgers Business School–Newark and New Brunswick,0,0
Catherine Hardy,F,416367511,2003-09-16,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Ashley Hughes,F,923533184,2000-01-19,Sophmore,Mason Gross School of the Arts,0,0
John Ochoa,M,626922092,2001-04-16,Junior,Graduate School of Education,0,0
Dean Hicks,M,482964397,2002-08-29,Sophmore,Graduate School of Education,0,0
Johnathan Horton,M,171519793,2001-08-24,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Amanda Davis,F,208637638,2002-06-10,Junior,School of Arts and Sciences,0,0
Cassandra Hendricks,F,144304126,2005-07-25,Freshman,Graduate School of Education,0,0
Alexandra Lowery,F,795747755,2004-12-19,Freshman,School of Engineering,0,0
Miguel Banks,M,961704744,2001-12-05,Sophmore,School of Arts and Sciences,0,0
Cheryl Ryan,F,818292959,2003-06-24,Senior,School of Communication and Information,0,0
Lisa Davis,F,530498725,2001-04-29,Sophmore,School of Graduate Studies,1,0
James Watson,M,715154057,2003-08-21,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Christopher Malone,M,510872665,2001-07-29,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0
Deborah Hicks,F,748613910,2005-08-13,Junior,School of Arts and Sciences,0,0
Jordan Smith,M,252361334,2003-01-11,Sophmore,School of Communication and Information,0,0
John Landry,M,235261358,2000-02-16,Freshman,School of Graduate Studies,0,0
Jose Ellis,M,483730278,2001-01-21,Senior,Mason Gross School of the Arts,0,0
Catherine Russell,F,937281526,2003-01-29,Senior,School of Environmental and Biological Sciences,0,0
Brent Arnold,M,784985795,2000-05-02,Freshman,School of Arts and Sciences,0,0
Jessica Bowman,F,445865506,2004-07-06,Junior,School of Graduate Studies,0,0
Michael Long,M,558119025,2003-01-28,Sophmore,School of Graduate Studies,0,0
Gabrielle Sharp,F,693424194,2001-06-03,Freshman,School of Graduate Studies,1,0
Jocelyn Gonzalez,F,819038544,2002-06-25,Sophmore,Graduate School of Education,0,0
Marco Perry,M,621058322,2003-02-07,Junior,School of Communication and Information,0,0
Kayla Davis,F,977370586,2003-08-18,Freshman,Graduate School of Applied and Professional Psychology,0,0
Gilbert Lowery,M,491288280,2002-07-27,Junior,School of Arts and Sciences,0,0
Nathaniel Cox,M,391224825,2004-10-15,Senior,Graduate School of Applied and Professional Psychology,0,0
Claudia Carter,F,172733566,2001-08-25,Junior,Rutgers Business School–Newark and New Brunswick,0,0
Michael Rhodes,M,582428981,2005-03-30,Junior,School of Engineering,0,0
Aaron Morales,M,166687515,2003-10-20,Freshman,School of Engineering,0,0
Beth Campos,F,276355188,2002-06-06,Senior,School of Arts and Sciences,0,0
Jenna Dillon,F,643961307,2002-06-02,Freshman,Mason Gross School of the Arts,0,0
Nichole Mcgrath,F,781064036,2001-10-01,Freshman,School of Graduate Studies,0,0
Donald Wilson,M,455742897,2004-09-01,Senior,Mason Gross School of the Arts,0,0
Daniel Brown,M,468679663,2002-11-17,Senior,School of Communication and Information,0,0
Steven Price,M,204250878,2002-08-19,Senior,Graduate School of Applied and Professional Psychology,0,0
Amy Carter,F,112023302,2003-07-12,Freshman,School of Engineering,0,0
Matthew Howard,M,790862317,2000-06-28,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Angela Hoffman,F,934418425,2002-12-26,Senior,School of Communication and Information,0,0
Victoria Robbins,F,252451788,2002-06-13,Junior,Mason Gross School of the Arts,0,0
Christopher Williams,M,297137189,2001-09-15,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Lindsey Schneider,F,233983858,2001-06-19,Freshman,Graduate School of Education,0,0
Shane Buckley,M,578632105,2004-04-18,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Bryan Hansen,M,525303261,2002-08-12,Junior,Mason Gross School of the Arts,0,0
Carol Nelson,F,857806014,2004-01-03,Senior,School of Engineering,0,0
James Herrera,M,732277370,1999-10-15,Freshman,Graduate School of Education,0,0
Stephanie Gibson,F,404983273,2005-07-31,Junior,School of Environmental and Biological Sciences,0,0
Christopher Nash,M,950757114,2005-06-19,Senior,School of Arts and Sciences,0,0
Heather Nguyen,F,128396954,2001-12-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Jennifer Thornton,F,652608423,2000-11-27,Sophmore,Mason Gross School of the Arts,0,0
Keith Patton,M,849149145,2004-06-17,Sophmore,School of Graduate Studies,0,0
Donald Newman,M,293739932,2000-07-14,Junior,School of Engineering,0,0
David Roberts,M,966220996,2002-08-14,Sophmore,School of Communication and Information,0,0
Amy Esparza,F,525232909,2001-01-20,Freshman,School of Arts and Sciences,0,0
Tiffany Jackson,F,735602569,2001-11-30,Senior,School of Graduate Studies,0,0
Tiffany Harris,F,508258792,2001-10-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Jeffrey Ford,M,705024369,2002-01-25,Sophmore,School of Environmental and Biological Sciences,0,0
Erica Davies,F,427571317,2000-02-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Kyle Boyle,M,421391151,2004-04-21,Senior,School of Graduate Studies,0,0
Bryan Crawford,M,185689252,1999-10-05,Sophmore,School of Environmental and Biological Sciences,0,0
Katie Hughes,F,466525300,2002-07-08,Sophmore,Mason Gross School of the Arts,0,0
Valerie Smith,F,270602664,2000-11-21,Freshman,Mason Gross School of the Arts,0,0
Margaret Ward,F,575487830,2003-07-06,Freshman,Graduate School of Applied and Professional Psychology,0,0
Michael Orr,M,651871800,2004-04-15,Sophmore,Mason Gross School of the Arts,1,0
Lisa Morris,F,813788924,2000-08-01,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0
Brian Harvey,M,325609449,2002-05-21,Senior,School of Engineering,0,0
Andrew Wilson,M,188543823,2001-08-28,Sophmore,Mason Gross School of the Arts,0,0
Sherry Cook,F,800522121,2005-09-19,Sophmore,School of Arts and Sciences,0,0
Destiny Stanton,F,211036829,2004-11-30,Senior,School of Arts and Sciences,0,0
Renee Hood DVM,F,280683607,2000-07-02,Senior,Mason Gross School of the Arts,0,0
Brandon King,M,458758207,2005-03-14,Freshman,School of Graduate Studies,0,0
Samuel Owens,M,918934146,1999-09-27,Sophmore,Edward J. Bloustein School of Planning and Public Policy,0,0
Tammie Hart,F,678618868,2000-08-17,Sophmore,Mason Gross School of the Arts,0,0
Timothy Perkins,M,442029793,2000-04-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0
Dr. Denise Davis,F,859913203,2000-10-28,Sophmore,School of Communication and Information,0,0
Nicholas Hamilton,M,950606270,2003-02-16,Freshman,Rutgers Business School–Newark and New Brunswick,0,0
Nathaniel Bennett,M,309091106,2005-03-10,Sophmore,Mason Gross School of the Arts,0,0
Rebecca Montoya,F,449614443,1999-10-18,Junior,School of Communication and Information,0,0
Amber Collins,F,988226283,2003-12-31,Sophmore,School of Graduate Studies,0,0
Patricia Melton,F,395785015,2002-02-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0
Jordan Krueger,M,925534348,2005-06-22,Senior,School of Arts and Sciences,0,0
