name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preference
Victoria Patton,F,397559833,2003-01-23,Freshman,School of Arts and Sciences,0,1,['SA' 'NCA' 'MRS'],Suite,1,1,1,4000-6000,5000,"[650902946, 653121806, 630712678]"
Michael Garcia,M,851740320,2001-07-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['TS' 'BS' 'RA'],Suite,1,1,1,4000-6000,6000,"[944308350, 185880375, 959472497]"
Jason Mills DDS,M,487240454,2004-10-20,Freshman,School of Arts and Sciences,0,0,['MH' 'RA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[520825390, 279635917, 895729022]"
Cynthia Phillips,F,932638025,2003-05-03,Freshman,School of Arts and Sciences,0,1,['NCA' 'BS' 'MRS'],Suite,1,1,1,4000-6000,5000,"[738025558, 183851616, 838731508]"
Theresa Cline,F,475874213,2003-11-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'NCA' 'BS'],Apartment,1,0,1,4000-6000,5000,"[753446570, 844842978, 957309332]"
Rebecca Daniels,F,282997093,2000-03-24,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'MH'],Suite,1,1,1,8000-11000,11000,"[552005460, 843904736, 547562761]"
Brenda Mcdonald,F,526788398,2002-01-23,Junior,School of Environmental and Biological Sciences,0,0,['BS' 'WS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[940127485, 218203490, 588141906]"
Bonnie Norton,F,928148180,2005-05-16,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'BS' 'WS'],Apartment,1,1,1,6000-8000,8000,"[882974935, 703842491, 201831094]"
Michael Ponce,M,892898396,2001-06-03,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Nicole Hicks,F,794890603,1999-10-25,Junior,School of Arts and Sciences,0,0,['CS' 'AH' 'JS'],Suite,1,1,1,4000-6000,6000,"[312133701, 112843093, 445826582]"
Lisa Blair,F,561011037,2002-01-23,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'AH' 'TS'],Apartment,1,1,1,4000-6000,6000,"[829606940, 967704473, 400468021]"
Dennis Cooley,M,776259556,2002-08-24,Senior,School of Arts and Sciences,0,0,['SA' 'NCA' 'MZH'],Suite,1,1,1,8000-11000,11000,"[191732516, 308835324, 703147192]"
Mrs. Heidi Simpson,F,854382638,2003-04-21,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'BS' 'TS'],Suite,1,1,1,4000-6000,5000,"[620933992, 325573646, 331179234]"
Connor Liu,M,267469766,2005-02-03,Senior,School of Engineering,0,0,['BS' 'NCA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[781802369, 284834815, 150083957]"
Craig Willis,M,985244663,2004-12-13,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,7000,"[831873640, 574303360, 423162739]"
Valerie Weber,F,243516218,2004-08-15,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
David Taylor,M,786905547,2001-06-25,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MRS' 'SA'],Apartment,1,1,1,6000-8000,8000,"[270513642, 584364482, 403802251]"
Ryan Hopkins,M,734221140,2005-07-05,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'MZH' 'MRS'],Suite,1,1,1,8000-11000,10000,"[716377160, 924822592, 539446900]"
Tiffany Vasquez,F,313131452,2003-10-24,Sophomore,School of Communication and Information,0,1,['NCA' 'WS' 'MS'],Suite,1,1,1,4000-6000,5000,[]
Felicia Cannon,F,721856265,2004-10-15,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'NCA' 'MRS'],Suite,1,1,1,6000-8000,8000,"[876116738, 598776039, 150998103]"
Kelli Preston,F,974966995,2004-02-03,Freshman,School of Communication and Information,0,1,['MRS' 'RA' 'BS'],Apartment,1,1,1,4000-6000,5000,"[684215526, 129229239, 584659188]"
Jennifer Perkins,F,743738370,1999-11-05,Junior,School of Management and Labor Relations,0,0,['RA' 'SA' 'BS'],Apartment,1,1,1,4000-6000,6000,"[894970631, 282629887, 393977792]"
Robert Smith,M,713179884,2004-12-13,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'WS'],Suite,1,1,1,4000-6000,6000,"[259277110, 753087914, 829128087]"
Michael Holmes,M,862784019,2003-02-26,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000,[]
Kenneth Bridges,M,391282589,2005-01-20,Junior,School of Arts and Sciences,0,0,['JS' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Mark Barker,M,242075035,2003-04-13,Sophomore,School of Arts and Sciences,0,0,['RA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[469416737, 626158045, 915380880]"
Claire Walker,F,530140053,2000-05-30,Sophomore,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[616867171, 735147406, 977614893]"
Justin Gilbert,M,512174945,2002-06-27,Freshman,School of Arts and Sciences,0,1,['MZH' 'BS' 'SA'],Suite,1,1,1,8000-11000,10000,"[985244663, 998350751, 603756002]"
Zachary Fuentes,M,757755364,2003-11-24,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MH' 'RA'],Suite,1,1,1,4000-6000,6000,"[471380695, 255160264, 985014246]"
Jacob Harris,M,837548599,2000-03-05,Freshman,School of Engineering,0,0,['MH' 'JS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[305768298, 364071594, 146006729]"
Brandon Preston,M,432672915,2004-03-29,Junior,School of Environmental and Biological Sciences,0,0,['JS' 'NCA' 'RA'],Apartment,1,1,1,4000-6000,6000,"[454959884, 126107750, 367771191]"
Michelle Meadows,F,350826732,2003-04-13,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'MS'],Apartment,1,1,0,4000-6000,6000,"[683813245, 764201347, 213732306]"
Laura Rosales,F,400850682,2004-10-05,Sophomore,School of Arts and Sciences,0,1,['SA' 'TS' 'CS'],Apartment,1,1,1,4000-6000,5000,[]
Kristin Armstrong,F,725911097,2003-06-10,Freshman,School of Arts and Sciences,0,0,['MRS' 'RA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[335367890, 322540426, 122044457]"
Megan Houston,F,334527547,2003-02-16,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'BS'],Suite,1,0,1,8000-11000,11000,[]
Robert Baker,M,978095133,1999-12-11,Freshman,School of Arts and Sciences,0,0,['WS' 'MRS' 'MS'],Apartment,1,1,1,8000-11000,11000,"[843372040, 298311410, 923405144]"
Heather Collins,F,848690644,2004-05-29,Freshman,School of Arts and Sciences,0,0,['MS' 'BH' 'JS'],Apartment,1,1,0,8000-11000,11000,[]
Benjamin Houston,M,259064472,2001-07-08,Freshman,School of Engineering,0,1,['BH' 'MS' 'RA'],Suite,1,0,1,4000-6000,5000,"[765180741, 938169661, 288299303]"
Jessica Johnson,F,453349698,2005-04-25,Freshman,School of Environmental and Biological Sciences,0,0,['SA' 'CS' 'BS'],Apartment,1,1,1,4000-6000,6000,"[617369906, 554995901, 768900206]"
Jason Burns,M,414059839,2001-11-09,Freshman,School of Arts and Sciences,0,0,['NCA' 'SA' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Rachel Yu,F,666200901,2005-05-23,Freshman,School of Arts and Sciences,0,0,['BS' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000,"[571367879, 504393515, 381949595]"
Brandon Reese,M,331561591,2001-10-30,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['CS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,10000,"[518344007, 690611174, 507011468]"
Jonathan Bowman,M,332460651,2002-11-27,Freshman,School of Engineering,1,0,['TS' 'SA' 'RA'],Apartment,1,1,1,6000-8000,8000,"[978062044, 916081864, 617666643]"
William Ramirez,M,148500163,2001-05-29,Freshman,School of Communication and Information,0,0,['BS' 'CS' 'MH'],Apartment,1,1,1,4000-6000,6000,[]
Jasmine Lee,F,792467402,2001-02-27,Sophomore,School of Arts and Sciences,0,1,['MS' 'SA' 'MH'],Suite,1,1,0,8000-11000,10000,"[655835106, 906948858, 396925676]"
Chelsey Lowery,F,101926050,2000-07-22,Sophomore,School of Arts and Sciences,0,0,['CS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[116805853, 146183421, 716816940]"
David Benson,M,944700195,2003-02-23,Junior,School of Environmental and Biological Sciences,0,0,['MRS' 'RA' 'JS'],Apartment,1,1,1,8000-11000,11000,"[801440784, 895729022, 895105050]"
John Becker,M,579744950,2002-01-23,Sophomore,School of Management and Labor Relations,0,0,['TS' 'MZH' 'BH'],Suite,1,1,1,6000-8000,8000,"[977614893, 275710214, 193600626]"
Kayla Choi,F,581705235,2005-07-17,Freshman,Mason Gross School of the Arts,0,1,['SA' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,5000,[]
Erin Gill,F,976442049,2003-11-16,Senior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MS' 'AH'],Suite,1,1,1,6000-8000,7000,"[617369906, 137667691, 283347699]"
Mary Little,F,959348435,2000-09-04,Senior,School of Management and Labor Relations,0,0,['NCA' 'SA' 'RA'],Suite,1,1,1,6000-8000,8000,"[653234306, 417800862, 396893066]"
Brandi Moran,F,212828932,2004-01-07,Freshman,School of Arts and Sciences,0,1,['MRS' 'MS' 'AH'],Apartment,1,1,1,4000-6000,5000,"[424042484, 904498391, 849998052]"
Madeline Mcconnell,F,991235005,2000-02-02,Freshman,School of Environmental and Biological Sciences,0,0,['BH' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Kevin Kim,M,901012041,2001-05-14,Junior,School of Communication and Information,0,1,['NCA' 'MRS' 'SA'],Suite,1,1,1,8000-11000,10000,"[715862704, 806828401, 601417081]"
Susan Pierce,F,492175714,2001-02-10,Sophomore,School of Communication and Information,0,0,['BS' 'MH' 'RA'],Apartment,1,1,1,4000-6000,6000,"[813682277, 125120548, 652103056]"
Brianna Gilbert,F,622446764,1999-12-30,Freshman,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'RA'],Suite,1,1,1,8000-11000,11000,[]
Jon Clay,M,506091468,2004-01-20,Junior,School of Arts and Sciences,0,0,['MRS' 'MS' 'SA'],Apartment,1,1,1,8000-11000,11000,"[467691928, 936184353, 332460651]"
Mary Arnold,F,448433599,2001-12-23,Sophomore,School of Arts and Sciences,0,0,['RA' 'MH' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Arthur Campbell,M,345917572,2000-11-16,Sophomore,School of Arts and Sciences,0,1,['MZH' 'RA' 'SA'],Apartment,1,1,1,8000-11000,10000,"[588943368, 703147192, 396865603]"
Jacob Dunn,M,807525404,2001-06-18,Sophomore,School of Engineering,0,0,['MS' 'CS' 'RA'],Suite,1,1,1,4000-6000,6000,"[791448778, 937829635, 341219262]"
Christopher Bennett,M,340702251,2002-03-02,Sophomore,School of Arts and Sciences,0,0,['SA' 'WS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[251533978, 958587440, 950932661]"
Miss Kristen Green,F,915055948,2001-02-20,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[405089419, 236175828, 684163563]"
Ruth Gutierrez,F,297517505,2001-03-09,Junior,School of Arts and Sciences,0,1,['NCA' 'BS' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[955755987, 157110841, 444987282]"
Robin Reed,F,183938951,2004-02-17,Senior,School of Management and Labor Relations,0,0,['WS' 'NCA' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[220602512, 694209929, 354810169]"
Nicole Morales,F,556030748,2000-04-02,Freshman,Mason Gross School of the Arts,0,0,['MS' 'SA' 'BH'],Apartment,1,1,1,4000-6000,6000,"[421024814, 229152338, 107186753]"
Bethany Miller,F,406345267,2000-06-07,Freshman,School of Management and Labor Relations,0,0,['MRS' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
David Ayers,M,157110841,2004-09-24,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'JS' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Tammy Lopez,F,218339376,2004-04-16,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'NCA'],Apartment,1,1,0,4000-6000,6000,[]
Austin Suarez,M,869710616,1999-12-21,Senior,School of Arts and Sciences,0,0,['BS' 'TS' 'MRS'],Apartment,1,1,0,8000-11000,11000,"[993503904, 573497911, 762860986]"
Robert Maddox,M,427225330,2002-11-29,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000,[]
Marcus Prince,M,245444731,2003-05-23,Junior,Mason Gross School of the Arts,0,1,['BS' 'SA' 'NCA'],Apartment,1,0,1,8000-11000,10000,"[186770057, 847082428, 194903026]"
Todd Scott,M,958958354,2005-08-14,Freshman,School of Arts and Sciences,0,1,['MS' 'WS' 'NCA'],Apartment,1,1,1,4000-6000,5000,"[191144609, 816166791, 630487599]"
David Morrow,M,125120548,2001-08-17,Freshman,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'BS'],Apartment,1,1,1,8000-11000,11000,"[195236890, 748737557, 766762551]"
Robin Flynn,F,138712903,2001-03-20,Sophomore,School of Arts and Sciences,0,0,['SA' 'BS' 'MS'],Suite,1,1,1,6000-8000,8000,"[609832299, 360297159, 898241933]"
Brandi Paul,F,382707928,2002-07-04,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'BS' 'MZH'],Suite,1,1,1,6000-8000,8000,"[142023774, 371293738, 485997320]"
Danielle Bartlett,F,431910303,2004-12-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,1,0,['BS' 'CS' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Pamela Sanders,F,365693700,2003-04-14,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['TS' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
John Kim,M,691544646,2003-03-07,Freshman,School of Arts and Sciences,0,1,['MH' 'AH' 'CS'],Suite,1,1,1,4000-6000,5000,"[810442396, 845013605, 521220104]"
Rita Andrews,F,178887052,2001-05-24,Freshman,School of Arts and Sciences,0,0,['NCA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Brett Hood,M,286073556,2000-09-02,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MH' 'BS'],Traditional Residence Hall,1,0,1,4000-6000,6000,"[426585680, 277171390, 547520366]"
Jennifer Allen,F,898237577,2000-02-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'CS' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Michelle Baird,F,616151845,2001-07-23,Junior,School of Arts and Sciences,0,0,['SA' 'TS' 'BS'],Suite,1,0,1,8000-11000,11000,"[491069520, 715398626, 242675662]"
Lindsey Hall,F,421188079,2004-04-08,Freshman,Rutgers Business School–Newark and New Brunswick,1,1,['MRS' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,4000-6000,5000,"[717062233, 443675322, 629123636]"
Belinda Larson,F,431305182,2002-07-03,Junior,School of Arts and Sciences,0,1,['BS' 'SA' 'JS'],Suite,1,0,1,6000-8000,7000,[]
Mr. Jesse Watkins PhD,M,890335965,2002-01-07,Freshman,Mason Gross School of the Arts,0,0,['TS' 'RA' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[256224242, 604162954, 750020063]"
Amanda Schultz,F,984457291,2002-01-23,Freshman,School of Communication and Information,0,1,['WS' 'SA' 'CS'],Suite,1,1,1,8000-11000,10000,[]
Chris Mccall,M,439332453,2005-09-18,Junior,School of Communication and Information,0,0,['BS' 'AH' 'SA'],Suite,1,1,1,6000-8000,8000,[]
Chad Collins,M,442857262,2005-06-23,Freshman,School of Arts and Sciences,0,0,['BS' 'JS' 'SA'],Apartment,1,0,1,4000-6000,6000,"[533412294, 570678839, 526044634]"
Joseph Curtis,M,489085659,2003-03-02,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'MH' 'BS'],Apartment,1,1,1,8000-11000,11000,"[468185322, 726404602, 599193093]"
Danielle Farmer,F,726154870,2004-06-14,Freshman,School of Arts and Sciences,0,0,['TS' 'MH' 'BS'],Suite,1,1,1,8000-11000,11000,"[560968680, 888863378, 412342987]"
John Rogers,M,775424084,2002-06-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'JS' 'BS'],Suite,1,1,1,8000-11000,10000,[]
Cheryl Wood,F,464934827,2005-07-07,Senior,School of Arts and Sciences,0,0,['BS' 'WS' 'JS'],Suite,1,1,1,4000-6000,6000,[]
Cody Avery,M,959472497,2001-02-14,Freshman,School of Communication and Information,0,1,['RA' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,5000,"[944086782, 330086308, 705383251]"
Ebony Lopez,F,306473767,2000-10-02,Sophomore,School of Communication and Information,0,1,['WS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,10000,"[268565767, 348398639, 200556706]"
Christopher Williams,M,150451086,2000-09-19,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000,"[975859360, 141249881, 626748248]"
Christopher Crawford DDS,M,294673187,1999-11-30,Freshman,Mason Gross School of the Arts,0,0,['MRS' 'MS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,"[968359565, 706620696, 147328236]"
Stacey Reyes,F,725361469,2002-08-13,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MZH' 'NCA'],Suite,1,0,1,4000-6000,6000,[]
Dale Robinson,M,181298797,2005-03-12,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'MH'],Apartment,1,1,1,6000-8000,8000,"[569859393, 342895491, 423757458]"
Anna Edwards,F,697209919,2000-03-17,Senior,School of Arts and Sciences,0,0,['NCA' 'CS' 'BH'],Suite,1,1,1,4000-6000,6000,"[614342036, 101829142, 330086308]"
Christopher Austin,M,102598841,2004-05-13,Freshman,School of Arts and Sciences,0,0,['TS' 'BS' 'MZH'],Suite,1,0,1,8000-11000,11000,[]
Justin Jennings,M,655260948,2000-05-26,Sophomore,School of Social Work,0,0,['NCA' 'BS' 'CS'],Suite,1,1,1,8000-11000,11000,"[123020110, 396834801, 773514408]"
Monica Cervantes,F,595389997,2004-03-07,Freshman,School of Communication and Information,0,0,['SA' 'BH' 'NCA'],Apartment,1,1,1,8000-11000,11000,[]
Thomas Scott,M,355778969,2004-11-04,Sophomore,School of Arts and Sciences,0,1,['MRS' 'BH' 'JS'],Apartment,1,1,1,6000-8000,7000,"[576897626, 648793861, 279325340]"
Anthony Ponce,M,529727124,2004-05-23,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Bobby Miller,M,212656379,2003-09-30,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MH' 'NCA'],Suite,1,1,1,8000-11000,11000,"[813682277, 288991189, 107245720]"
Kendra Byrd,F,482802117,2000-07-05,Freshman,School of Environmental and Biological Sciences,0,1,['BS' 'NCA' 'SA'],Apartment,1,1,1,6000-8000,7000,"[233032263, 967773841, 926140106]"
James Stewart,M,764218924,2002-11-23,Junior,School of Communication and Information,1,0,['AH' 'RA' 'MH'],Suite,1,1,1,4000-6000,6000,"[617204052, 723040079, 435064277]"
Emily Mahoney,F,333896039,2003-05-30,Freshman,School of Communication and Information,0,1,['JS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,5000,"[416005322, 511251872, 207122351]"
Richard Contreras,M,316392275,2000-02-29,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'SA'],Suite,1,1,1,4000-6000,6000,"[283347699, 881380739, 214688589]"
Jenny Hernandez,F,199712788,2002-12-12,Freshman,Mason Gross School of the Arts,0,1,['WS' 'NCA' 'BS'],Apartment,1,0,0,4000-6000,5000,"[211485515, 749438403, 676318894]"
David English,M,713776540,2004-08-17,Junior,School of Communication and Information,0,1,['BS' 'MH' 'WS'],Suite,1,1,1,8000-11000,10000,[]
Veronica Cunningham,F,238591832,2000-02-11,Freshman,School of Arts and Sciences,0,0,['SA' 'JS' 'NCA'],Suite,1,1,1,8000-11000,11000,"[805755919, 193600626, 556090966]"
Harold Mccarthy,M,534240301,2001-02-05,Sophomore,School of Social Work,0,0,['MS' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,6000,"[423320743, 717062233, 649334490]"
Jessica Campbell,F,520911686,2003-11-04,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'CS' 'MH'],Apartment,1,0,1,4000-6000,6000,"[487498283, 847667642, 536201489]"
Mark Jordan,M,599193093,2002-10-23,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'AH'],Apartment,1,1,1,8000-11000,11000,[]
Kenneth Johnston,M,737435040,2000-06-03,Junior,School of Arts and Sciences,0,0,['RA' 'MS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[578016492, 767595726, 376452555]"
Bryan Rogers,M,754931795,2003-10-11,Sophomore,School of Communication and Information,0,0,['MZH' 'SA' 'TS'],Apartment,1,1,1,8000-11000,11000,[]
Melissa Ross,F,822231658,2000-10-26,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'NCA' 'MS'],Apartment,1,1,1,8000-11000,11000,[]
Brittany Ross,F,526035833,2004-05-02,Senior,School of Social Work,0,0,['MZH' 'NCA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Antonio Garcia,M,524432376,2003-07-13,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,11000,"[291396749, 861249599, 223778128]"
Jonathan Reed,M,876581613,2005-07-07,Sophomore,School of Social Work,0,1,['BS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,5000,[]
Brent Gill,M,573932372,2004-01-18,Freshman,School of Communication and Information,0,0,['CS' 'SA' 'WS'],Suite,1,1,1,6000-8000,8000,"[278548705, 414695107, 499818744]"
Joel Collins Jr.,M,396925676,2001-08-04,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'SA' 'BS'],Suite,1,1,1,8000-11000,11000,"[705383251, 799065291, 487624756]"
Shannon Barnes,F,937951021,2004-11-24,Senior,School of Social Work,0,1,['MZH' 'CS' 'JS'],Suite,1,1,1,4000-6000,5000,[]
Danielle Morgan,F,875299413,2001-04-01,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'CS'],Apartment,1,1,1,4000-6000,6000,[]
Kevin Nichols,M,311817060,2003-03-20,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'AH'],Suite,1,1,1,4000-6000,5000,"[393977792, 140523319, 415880640]"
James Doyle,M,700557119,2002-10-16,Freshman,School of Environmental and Biological Sciences,0,1,['NCA' 'SA' 'JS'],Suite,1,1,1,4000-6000,5000,"[823609646, 814361029, 237961630]"
Francisco Thompson,M,837086017,2003-12-16,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'SA' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
Robert Martin,M,753758647,2000-10-29,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'NCA' 'TS'],Suite,1,1,1,8000-11000,11000,[]
Kerry Ford,F,278149362,2002-10-26,Freshman,School of Environmental and Biological Sciences,0,1,['RA' 'BS' 'MZH'],Suite,1,1,1,6000-8000,7000,[]
