name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Susan Sanchez,F,235951488,2003-09-01,Freshman,School of Arts and Sciences,1,0,['MS' 'BS' 'WS'],Apartment,1,1,0,4000-6000,6000,[]
John Gonzalez,M,716755341,2000-05-17,Freshman,School of Arts and Sciences,0,1,['BS' 'WS' 'JS'],Suite,1,1,1,6000-8000,7000,[]
Robert Hammond,M,979095757,2002-11-12,Junior,School of Arts and Sciences,0,0,['NCA' 'TS' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Mary Berry DDS,F,971070741,2002-02-05,Freshman,School of Arts and Sciences,0,0,['SA' 'MRS' 'BH'],Suite,1,1,1,8000-11000,11000,[]
Karen Ward,F,529156917,2000-10-21,Sophomore,School of Engineering,0,0,['RA' 'BS' 'TS'],Suite,1,1,1,4000-6000,6000,[]
Laura Huffman,F,415203828,2005-04-01,Freshman,Mason Gross School of the Arts,0,0,['BS' 'TS' 'BH'],Apartment,1,1,1,6000-8000,8000,[]
Janet Bridges,F,429945218,2000-10-21,Sophomore,School of Engineering,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,4000-6000,6000,[]
Jasmine Brown,F,296976822,2000-09-25,Freshman,School of Arts and Sciences,0,1,['BH' 'SA' 'TS'],Traditional Residence Hall,1,0,1,4000-6000,5000,[]
Sheila Rodriguez,F,845154882,2004-04-08,Junior,School of Arts and Sciences,0,1,['NCA' 'BH' 'RA'],Suite,1,1,1,4000-6000,5000,[]
Diana Berger,F,546947919,2000-04-08,Freshman,School of Arts and Sciences,0,0,['NCA' 'MH' 'MS'],Suite,1,1,1,4000-6000,6000,[]
Elaine Bradford DVM,F,949451165,2004-07-19,Senior,School of Environmental and Biological Sciences,1,0,['NCA' 'BS' 'MS'],Traditional Residence Hall,1,1,0,4000-6000,6000,[]
Craig Thomas,M,478124364,1999-10-27,Senior,Mason Gross School of the Arts,0,0,['TS' 'MS' 'MRS'],Apartment,1,1,1,8000-11000,11000,[]
Danielle Barton,F,534449129,2000-09-11,Freshman,School of Engineering,0,0,['BS' 'MZH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Calvin Contreras,M,323556706,2004-09-29,Sophomore,School of Arts and Sciences,0,0,['NCA' 'TS' 'MZH'],Suite,1,1,1,4000-6000,6000,[]
Kimberly Wagner,F,777413176,2000-04-08,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'JS'],Suite,1,1,0,4000-6000,6000,[]
Kristie Ashley,F,763118961,2002-12-22,Sophomore,School of Arts and Sciences,0,0,['NCA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Jennifer Barton,F,672226676,2000-07-28,Freshman,School of Arts and Sciences,0,0,['SA' 'CS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Steven Castillo,M,997368399,1999-11-27,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000,[]
Lisa Brewer,F,938679233,2003-07-04,Freshman,School of Communication and Information,0,0,['NCA' 'BH' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Jeff Parker,M,440351710,2001-07-27,Sophomore,Mason Gross School of the Arts,0,0,['NCA' 'SA' 'MS'],Apartment,1,0,1,4000-6000,6000,[]
James Miller,M,479955839,2001-05-15,Sophomore,School of Arts and Sciences,0,0,['BS' 'MH' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Zachary Goodman,M,773962413,2004-12-06,Senior,School of Communication and Information,0,0,['SA' 'CS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Joseph Ray,M,953002791,2002-08-05,Senior,Mason Gross School of the Arts,0,0,['MRS' 'BH' 'NCA'],Suite,1,1,1,6000-8000,8000,[]
John Douglas,M,949345158,2001-03-02,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Amanda Cruz,F,789594251,2002-10-26,Junior,School of Communication and Information,0,0,['RA' 'SA' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Ernest Hunter,M,547206820,2000-01-14,Junior,School of Arts and Sciences,0,1,['SA' 'AH' 'BH'],Apartment,1,1,1,4000-6000,5000,[]
Donna Lawrence,F,898186275,2003-04-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['RA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,10000,[]
James Montes,M,185802051,2001-06-26,Freshman,School of Social Work,0,0,['RA' 'MS' 'MZH'],Apartment,1,1,0,8000-11000,11000,[]
Jacob Russell,M,487040469,2001-04-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Jennifer Carr,F,923829480,2000-03-11,Freshman,School of Engineering,0,0,['MRS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Stephen May,M,169806711,2004-02-18,Senior,School of Arts and Sciences,0,1,['RA' 'SA' 'CS'],Apartment,1,1,1,8000-11000,10000,[]
Logan Wood,M,628217654,2001-03-21,Junior,Mason Gross School of the Arts,0,0,['BS' 'MS' 'TS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Pamela Santiago,F,991740040,2005-06-02,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'MS'],Suite,1,1,1,4000-6000,6000,[]
Hunter Harrison,M,449520235,2003-08-11,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'AH'],Suite,1,1,1,8000-11000,11000,[]
Christy Powers,F,814384145,2000-01-11,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'TS' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
Stephanie Ballard,F,365203146,2003-02-05,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'CS'],Apartment,1,1,1,8000-11000,11000,[]
Justin Macias,M,524367279,2003-10-27,Junior,School of Arts and Sciences,0,0,['NCA' 'CS' 'BS'],Apartment,1,1,1,6000-8000,8000,[]
Sheila Irwin DVM,F,429469757,2003-10-14,Junior,Mason Gross School of the Arts,0,0,['AH' 'NCA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
David Kirk,M,526975508,2003-08-13,Senior,School of Arts and Sciences,0,1,['BS' 'MZH' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Robert Montes,M,980060618,2005-07-28,Senior,School of Arts and Sciences,0,0,['BS' 'SA' 'BH'],Suite,1,1,1,8000-11000,11000,[]
Jeremy White,M,839680595,2005-03-09,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'AH'],Suite,1,1,1,4000-6000,6000,[]
Seth Powell,M,550816417,1999-12-27,Freshman,School of Social Work,0,0,['BS' 'BH' 'WS'],Suite,1,1,1,6000-8000,8000,[]
Joseph Fischer,M,760838904,2005-09-11,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Michael Pruitt,M,319894211,2004-09-01,Senior,School of Arts and Sciences,0,0,['SA' 'RA' 'TS'],Apartment,1,1,1,4000-6000,6000,[]
Michelle Benton,F,143222613,2002-08-22,Freshman,School of Communication and Information,0,1,['BH' 'NCA' 'MS'],Suite,1,1,1,4000-6000,5000,[]
William Todd,M,748022173,2000-04-25,Freshman,School of Engineering,1,0,['MZH' 'BS' 'MH'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Monica Khan,F,751418314,2003-11-08,Junior,School of Arts and Sciences,0,0,['MZH' 'BS' 'SA'],Apartment,1,1,1,8000-11000,11000,[]
Miss Kiara Harper,F,749646537,2005-01-16,Freshman,School of Management and Labor Relations,0,1,['NCA' 'RA' 'BH'],Apartment,1,1,1,4000-6000,5000,[]
Micheal Evans,M,279837197,2004-05-09,Senior,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'MH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Lisa Vasquez,F,620025059,2005-03-20,Junior,School of Social Work,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Lauren Olson,F,341735546,2001-10-09,Sophomore,School of Management and Labor Relations,0,0,['CS' 'MRS' 'TS'],Apartment,1,1,1,6000-8000,8000,[]
Gary Wilson,M,764437995,2000-04-09,Sophomore,School of Communication and Information,0,0,['RA' 'SA' 'WS'],Apartment,1,1,1,4000-6000,6000,[]
Jared Hampton,M,258393120,2003-06-13,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'JS'],Suite,1,1,1,8000-11000,11000,[]
Katie Miller,F,894059383,2005-05-05,Freshman,Mason Gross School of the Arts,0,0,['SA' 'RA' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Jonathan Ramsey,M,477690641,2003-05-15,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MRS' 'MZH' 'MH'],Traditional Residence Hall,1,1,1,8000-11000,11000,[]
Richard Velez,M,210719286,2000-04-07,Freshman,School of Arts and Sciences,1,0,['MZH' 'SA' 'NCA'],Suite,1,1,1,8000-11000,11000,[]
Brandon Brady,M,150718921,2002-08-05,Junior,School of Engineering,0,0,['BS' 'MZH' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Kaitlyn Perez,F,757241448,2001-06-14,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000,[]
Amanda Brooks,F,500080748,2002-04-08,Sophomore,School of Management and Labor Relations,0,1,['BS' 'MZH' 'AH'],Suite,1,1,1,4000-6000,5000,[]
Alyssa Wright,F,733004286,2003-03-12,Freshman,Mason Gross School of the Arts,0,1,['NCA' 'MS' 'SA'],Suite,1,0,1,4000-6000,5000,[]
Lisa Daniels,F,385265081,2003-12-18,Freshman,School of Arts and Sciences,0,0,['RA' 'SA' 'MZH'],Traditional Residence Hall,1,0,1,4000-6000,6000,[]
Christopher Wood,M,993974813,2003-02-05,Freshman,School of Communication and Information,0,1,['MH' 'SA' 'CS'],Apartment,1,1,1,6000-8000,7000,[]
Mr. Kyle Roman MD,M,783811672,2003-08-05,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Julie Allen,F,691359935,2000-03-03,Senior,School of Engineering,0,0,['MS' 'BS' 'JS'],Traditional Residence Hall,1,1,0,4000-6000,6000,[]
Cristina Blackburn,F,451085597,2004-05-01,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'SA' 'BS'],Suite,1,0,1,8000-11000,10000,[]
Jonathan Patel,M,331164222,2004-12-12,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,8000-11000,11000,[]
Madison Hernandez,F,970820715,2004-02-06,Sophomore,Mason Gross School of the Arts,0,0,['RA' 'SA' 'WS'],Apartment,1,1,1,6000-8000,8000,[]
Caleb Schmitt,M,981526117,2003-03-15,Junior,School of Arts and Sciences,0,0,['BH' 'WS' 'MS'],Traditional Residence Hall,1,1,1,4000-6000,6000,[]
Ashley Williams,F,137287108,2000-07-08,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Suite,1,1,1,4000-6000,5000,[]
Brian Odonnell,M,861695589,2000-01-23,Freshman,School of Arts and Sciences,0,1,['CS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,10000,[]
Bryce Edwards,M,667465472,2002-01-30,Freshman,School of Arts and Sciences,0,0,['RA' 'BS' 'BH'],Apartment,1,1,1,8000-11000,11000,[]
James Oliver,M,370472889,2000-08-17,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'SA' 'BS'],Suite,1,0,1,4000-6000,5000,[]
Brian Wright,M,995240426,2001-06-04,Freshman,Mason Gross School of the Arts,0,0,['NCA' 'WS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Timothy Gonzalez,M,939069099,2000-11-28,Sophomore,School of Environmental and Biological Sciences,0,0,['NCA' 'BH' 'RA'],Suite,1,1,1,4000-6000,6000,[]
John Mcintosh,M,583777128,2002-04-13,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'RA'],Suite,1,1,1,4000-6000,5000,[]
Rebecca Mooney,F,258092632,2004-10-22,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'NCA' 'BS'],Suite,1,1,1,8000-11000,10000,[]
Stephen Reyes,M,383316426,2004-11-06,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000,[]
Linda Sanders,F,431531136,1999-09-30,Senior,School of Social Work,0,1,['RA' 'MZH' 'SA'],Apartment,1,1,1,4000-6000,5000,[]
Jonathan Wiley,M,836200169,2001-06-06,Freshman,School of Management and Labor Relations,0,0,['RA' 'MZH' 'BS'],Apartment,1,1,1,4000-6000,6000,[]
Kathy Riley,F,415080660,2000-09-22,Freshman,School of Social Work,0,1,['RA' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,10000,[]
Nicholas Hicks,M,678378873,2003-02-16,Sophomore,School of Engineering,0,0,['BS' 'NCA' 'BH'],Suite,1,1,1,8000-11000,11000,[]
Bill Lopez,M,808224816,1999-11-03,Sophomore,School of Engineering,0,0,['TS' 'RA' 'WS'],Suite,1,0,1,6000-8000,8000,[]
Matthew White,M,343510552,2000-06-28,Senior,School of Arts and Sciences,0,0,['CS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,6000,[]
Wesley Edwards,M,137276713,2005-03-13,Freshman,Mason Gross School of the Arts,0,0,['CS' 'MS' 'WS'],Suite,1,0,1,4000-6000,6000,[]
Derrick Bradley,M,870992194,2000-03-07,Senior,School of Engineering,0,0,['RA' 'MS' 'NCA'],Suite,1,1,1,4000-6000,6000,[]
Christopher Foster,M,520633386,2004-10-06,Freshman,School of Communication and Information,0,0,['MRS' 'RA' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Bethany Reyes,F,889467191,2001-05-02,Sophomore,School of Social Work,0,0,['SA' 'MZH' 'BS'],Suite,1,1,1,6000-8000,8000,[]
Donald Richardson,M,583278836,1999-09-30,Freshman,School of Arts and Sciences,0,0,['MZH' 'WS' 'AH'],Apartment,1,1,1,4000-6000,6000,[]
Elizabeth Cooper,F,916912874,2005-04-14,Sophomore,School of Communication and Information,0,0,['MS' 'AH' 'SA'],Suite,1,1,1,4000-6000,6000,[]
Jennifer Stone,F,217058846,1999-04-30,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,0,1,10500-12000,11000,[]
Julie Smith,F,767895904,1999-12-01,Masters,Graduate School of Education,1,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000,"[776136703, 469750330]"
David Ingram,M,700429566,1996-02-28,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[288381519, 893417221]"
Joshua Allen,M,240116548,1999-05-25,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,"[729134100, 941370880]"
Cameron Lee,M,452061098,1998-07-04,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500,"[805998628, 385162722]"
Dakota Cooper,M,492881075,1997-08-11,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[486828101, 261067320]"
Russell Anderson,M,209102422,1998-06-17,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,0,10500-12000,11000,"[472108288, 808678773]"
Derek Ryan,M,780099353,1994-12-27,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[355815984, 643350458]"
Clifford Fisher,M,867176967,1994-07-18,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,[630960236]
Hunter Rivera II,M,345468890,2000-03-05,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,0,10500-12000,11000,"[457771334, 113315817]"
Adrian Arnold,M,617518027,1997-10-09,Masters,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000,[502237904]
Christine Alexander,F,266446333,1996-07-23,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,0,1,8000-10500,10500,"[952840338, 565441684]"
Julie Avery,F,257208466,1994-09-22,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,[179064761]
Danielle Graves,F,328501558,1995-06-05,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,[798703335]
Charles Martinez,M,565402822,1993-11-11,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[445844163, 324901615]"
Jennifer Chavez,F,166462581,1998-12-26,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[929543131, 369050273]"
Steven Williams,M,452579286,1997-05-16,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,[903932424]
Elizabeth Craig,F,508283532,1998-07-05,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[900587676, 292797667]"
Darren Hensley,M,873053925,1999-03-17,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[100951101, 628211987]"
Roy Romero,M,669350313,1995-07-16,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500,"[558779194, 305613330]"
Jeffrey Knapp MD,M,781991422,1998-01-07,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,0,8000-10500,10500,"[868637774, 163127476]"
Hunter Gilmore,M,731259678,1999-06-01,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,[282470099]
Amanda Zimmerman,F,157780973,1995-10-19,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,[810942610]
William Miller,M,900039536,1995-02-09,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,11000,[547322616]
Vanessa Black,F,357404337,1997-01-03,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,"[717217591, 247925663]"
Samantha Hanson,F,406745437,1996-12-11,Masters,Graduate School of Applied and Professional Psychology,1,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,[989516453]
Theresa Golden,F,384210429,1998-10-04,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[492207595, 669618070]"
Jose Butler,M,516539338,1998-06-05,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,"[471735806, 547721365]"
John Miller,M,513413047,1998-09-02,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,8000-10500,10500,"[109318580, 738801356]"
Karen Russo,F,667993332,1997-07-24,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500,"[251744927, 522384707]"
Brandon Thomas,M,672055804,1997-11-21,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,12000,[736233529]
Ronnie Johnston,M,672807060,1993-10-24,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[250402460, 707177230]"
Larry Brown,M,197314716,1993-12-05,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,8000-10500,10500,"[209803428, 179420146]"
Tyler White,M,493467716,1994-12-07,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,0,8000-10500,10500,"[719911166, 520878498]"
Robert Silva,M,474259550,1997-12-04,Masters,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000,"[558892882, 457909682]"
Gabrielle Lewis,F,675350063,1997-03-18,Postdoctoral studies,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000,[355380969]
Shannon Hernandez,F,861690946,1994-08-06,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,"[895035057, 434526846]"
Taylor Williams,M,124841196,1995-07-04,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,[633528268]
Jaclyn Bond,F,439357663,1998-04-09,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000,"[592870719, 549235572]"
Kathleen Clark,F,966062372,1996-07-07,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000,[588667119]
Raymond Pruitt,M,699309875,1996-01-05,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,12000,[144661183]
Preston Kane,M,648856078,1998-10-09,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,"[342322637, 489606481]"
Sydney Lutz,F,899062306,1999-06-24,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[490291454, 347798016]"
Veronica Whitney,F,439269299,1999-05-12,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,[153432457]
Brandon Lin,M,800754016,1997-03-03,Masters,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500,[601165672]
Stephanie Lara,F,948568243,1995-08-31,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000,"[709866892, 349597294]"
Alyssa Wright,F,160502064,2000-01-17,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,"[897284842, 983191147]"
Sarah Walker,F,343764116,1999-01-09,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[188388066, 327668009]"
Rachel Carr,F,557737198,1996-02-11,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[931965161, 789994995]"
Karen Hanna,F,332559909,1994-02-27,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,"[500327018, 568531498]"
Hannah Burns,F,482518533,1998-07-10,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,[802882193]
Antonio Young,M,219797334,1994-09-02,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,8000-10500,9500,"[328022689, 803775353]"
William Harvey,M,104643272,1995-10-14,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[898460194, 449814012]"
Eric Espinoza,M,387918930,1995-04-14,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000,[820697098]
Melissa Hamilton,F,480204825,1997-12-15,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,[227125211]
Kelsey Strickland,F,580022653,1995-08-24,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[146510240, 687810848]"
Mary Cordova,F,363940439,1994-11-28,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,[428184715]
Sabrina Murray,F,974009663,1994-10-23,Doctorate,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,0,1,8000-10500,9500,[268677097]
Kelly Lewis,F,667307991,1998-11-01,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,11000,"[687052605, 390375241]"
Sydney Adkins,F,877976074,1994-07-15,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[197372610, 343003019]"
Aaron King,M,797203577,1995-01-13,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,12000,[424864229]
Catherine Reed,F,403912114,1996-12-30,Masters,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,1,1,8000-10500,10500,"[809028226, 108640114]"
Jason Zhang,M,860755347,1997-09-14,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,12000,[125972146]
Karina Crawford,F,961842530,1997-11-05,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,8000-10500,10500,[219876558]
Joseph Rivera,M,338031268,1998-02-16,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,8000-10500,9500,[655212468]
