,name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
4546,David Mack,M,557116908,1999-12-29,Senior,School of Arts and Sciences,0,1,['MS' 'SA' 'NCA'],Apartment,1,1,1,8000-11000,10000
4547,Howard Cook,M,291391646,2001-08-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MS' 'RA' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4548,Thomas Navarro,M,273095469,2003-05-20,Junior,School of Communication and Information,0,1,['NCA' 'SA' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,10000
4549,Lindsay Sims,F,645802951,2002-11-24,Sophomore,School of Arts and Sciences,0,1,['BH' 'BS' 'MH'],Suite,1,1,1,6000-8000,7000
4550,Richard Jones,M,734940711,2000-10-18,Freshman,School of Social Work,0,0,['NCA' 'BH' 'MS'],Apartment,1,1,0,6000-8000,8000
4551,Chad Ball,M,904501998,2004-08-10,Senior,School of Social Work,0,1,['RA' 'BS' 'CS'],Apartment,1,1,1,8000-11000,10000
4552,Luis Johnson,M,191880194,2001-01-21,Sophomore,School of Communication and Information,0,1,['BS' 'MS' 'TS'],Suite,1,1,1,6000-8000,7000
4553,Ryan Zhang,M,141755593,2004-03-07,Freshman,School of Arts and Sciences,0,0,['WS' 'SA' 'RA'],Suite,1,1,1,8000-11000,11000
4554,David Lewis,M,680414474,2004-07-25,Sophomore,School of Engineering,0,0,['BS' 'SA' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,8000
4555,Jeffrey Larson,M,856017058,2004-08-10,Freshman,School of Arts and Sciences,0,1,['MZH' 'BS' 'BH'],Suite,1,1,1,4000-6000,5000
4556,Jesse Schaefer,M,558747688,2000-01-13,Sophomore,School of Engineering,0,0,['BS' 'SA' 'BH'],Suite,1,1,0,8000-11000,11000
4557,Robin Johnson,F,673704014,2002-10-21,Junior,School of Arts and Sciences,0,0,['BS' 'MZH' 'RA'],Suite,1,1,1,6000-8000,8000
4558,Andrew White,M,405415515,2003-03-01,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'TS' 'NCA'],Suite,1,1,1,6000-8000,8000
4559,Marie Ball,F,666966034,2002-06-06,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'MRS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,11000
4560,Isabella Duarte,F,415859643,2003-11-07,Freshman,School of Arts and Sciences,0,1,['BS' 'MS' 'CS'],Suite,1,1,1,8000-11000,10000
4561,Kayla Garcia,F,867325734,2005-05-15,Freshman,School of Engineering,0,0,['MS' 'MZH' 'MRS'],Apartment,1,1,0,6000-8000,8000
4562,Michelle Rowland,F,631976581,2004-04-20,Junior,School of Arts and Sciences,0,0,['BS' 'MH' 'AH'],Apartment,1,1,1,4000-6000,6000
4563,Nichole Ballard,F,167758974,2001-10-02,Freshman,School of Engineering,0,0,['NCA' 'SA' 'BS'],Suite,1,1,1,4000-6000,6000
4564,Amy Moore,F,801899363,2003-04-21,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MRS' 'BS'],Suite,1,1,1,8000-11000,11000
4565,Stephanie Greer,F,138275238,2003-04-13,Sophomore,School of Management and Labor Relations,0,0,['SA' 'BS' 'MH'],Suite,1,1,1,6000-8000,8000
4566,Andrea Austin,F,409207327,2002-07-04,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'BS'],Apartment,1,1,1,4000-6000,6000
4567,Dawn Burke,F,217099524,2000-08-17,Freshman,School of Arts and Sciences,0,0,['MH' 'BS' 'BH'],Apartment,1,1,1,4000-6000,6000
4568,Nathaniel Leonard,M,432687710,2004-05-20,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'CS' 'NCA'],Apartment,1,0,0,4000-6000,6000
4569,Tina Anthony,F,767890758,2003-04-01,Freshman,School of Arts and Sciences,0,1,['MS' 'JS' 'TS'],Suite,1,1,1,4000-6000,5000
4570,Jacqueline Jackson,F,274074963,2004-07-26,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'CS'],Suite,1,1,1,8000-11000,11000
4571,Caitlin Moore,F,320747098,2003-11-18,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4572,Mark Brown,M,347857773,2005-02-18,Junior,School of Arts and Sciences,0,1,['BS' 'TS' 'RA'],Traditional Residence Hall,1,1,0,6000-8000,7000
4573,Jesse Harris,M,288525824,2004-06-25,Sophomore,School of Arts and Sciences,0,1,['BS' 'RA' 'MZH'],Apartment,1,0,1,4000-6000,5000
4574,Richard Jones,M,369086484,2005-04-05,Freshman,School of Arts and Sciences,0,1,['BS' 'AH' 'MH'],Suite,1,1,1,8000-11000,10000
4575,Sean Thomas,M,476337497,2001-01-07,Senior,School of Management and Labor Relations,0,0,['BS' 'MZH' 'RA'],Suite,1,1,1,8000-11000,11000
4576,Robert Barber,M,730340481,2004-08-23,Junior,School of Arts and Sciences,0,0,['MH' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
4577,Melanie Frye,F,232761048,2002-07-05,Sophomore,School of Arts and Sciences,0,0,['BS' 'CS' 'NCA'],Apartment,1,1,1,8000-11000,11000
4578,Austin Nichols,M,845286663,2004-12-15,Freshman,School of Arts and Sciences,0,1,['MS' 'CS' 'NCA'],Suite,1,1,1,4000-6000,5000
4579,Gary Murphy,M,256513628,2004-09-15,Sophomore,School of Arts and Sciences,0,1,['TS' 'NCA' 'MS'],Suite,1,1,0,6000-8000,7000
4580,Trevor Summers,M,797254507,2004-03-27,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'AH'],Apartment,1,1,1,4000-6000,6000
4581,Donald Miller,M,928896161,2004-07-17,Freshman,School of Arts and Sciences,0,0,['BS' 'MS' 'AH'],Suite,1,1,1,4000-6000,6000
4582,Molly Pace,F,924008568,2004-06-30,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,1,['MZH' 'MH' 'BS'],Apartment,1,0,1,4000-6000,5000
4583,April Warren,F,963731491,1999-10-25,Freshman,School of Communication and Information,0,0,['BS' 'AH' 'JS'],Suite,1,1,1,4000-6000,6000
4584,Tammy Rodriguez,F,928391361,2001-11-10,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'AH' 'MZH'],Apartment,1,1,0,8000-11000,11000
4585,Rodney Dunn PhD,M,280325401,2000-12-27,Freshman,School of Communication and Information,0,1,['CS' 'MS' 'RA'],Suite,1,1,1,6000-8000,7000
4586,Monica Branch,F,581328759,2000-01-18,Junior,School of Engineering,0,0,['NCA' 'MRS' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000
4587,Shelby Riley,F,610717664,2002-12-27,Freshman,School of Engineering,0,1,['NCA' 'MS' 'BS'],Suite,1,1,1,4000-6000,5000
4588,Heather Watts,F,553689204,2004-11-18,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'NCA' 'WS'],Suite,1,1,1,4000-6000,6000
4589,Kimberly Nelson,F,379887896,2004-04-28,Junior,School of Arts and Sciences,0,0,['MRS' 'AH' 'BS'],Suite,1,1,1,6000-8000,8000
4590,Jennifer Harvey,F,951388001,2001-04-28,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['NCA' 'MH' 'MS'],Apartment,1,1,1,8000-11000,11000
4591,Michael Buck,M,288253351,2002-10-22,Freshman,School of Communication and Information,0,0,['SA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,6000
4592,Shawna Smith,F,894110068,2003-03-27,Junior,School of Arts and Sciences,0,1,['BS' 'SA' 'MH'],Apartment,1,1,1,6000-8000,7000
4593,Traci Sherman,F,855018537,2000-01-14,Freshman,School of Engineering,0,0,['MS' 'RA' 'TS'],Apartment,1,1,0,4000-6000,6000
4594,James Elliott,M,405408798,2004-01-01,Sophomore,School of Arts and Sciences,0,0,['SA' 'NCA' 'TS'],Apartment,1,1,1,8000-11000,11000
4595,Allison Knight,F,281510658,2000-06-26,Freshman,School of Social Work,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,4000-6000,6000
4596,Emily Young,F,362883691,2002-09-06,Sophomore,School of Arts and Sciences,0,1,['SA' 'MS' 'BS'],Apartment,1,1,1,6000-8000,7000
4597,Daniel Bean,M,727779672,2003-11-11,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'RA' 'CS'],Suite,1,1,1,4000-6000,6000
4598,Matthew Deleon,M,823506885,2000-10-04,Sophomore,School of Environmental and Biological Sciences,0,0,['BS' 'RA' 'MH'],Traditional Residence Hall,1,1,1,4000-6000,6000
4599,Emily Pitts,F,656858935,2004-08-20,Sophomore,School of Engineering,0,0,['RA' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,11000
4600,Nathan Smith,M,367330411,2002-07-24,Freshman,School of Engineering,0,1,['NCA' 'MH' 'SA'],Apartment,1,1,1,4000-6000,5000
4601,Jared Jones,M,209590418,2000-12-06,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['NCA' 'BS' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,10000
4602,Michele Potts,F,902159998,2000-11-22,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'CS'],Apartment,1,1,1,8000-11000,10000
4603,Colin Bird,M,752586971,2003-01-24,Freshman,School of Arts and Sciences,0,0,['SA' 'WS' 'CS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4604,Dawn Harper,F,887657691,2004-06-01,Sophomore,School of Arts and Sciences,0,1,['RA' 'MRS' 'JS'],Traditional Residence Hall,1,1,1,4000-6000,5000
4605,Thomas Kennedy,M,288784086,1999-10-02,Sophomore,School of Communication and Information,1,1,['CS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,6000-8000,7000
4606,Mark Ramos,M,684466619,2004-12-27,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
4607,Christopher Brooks,M,839284915,2002-01-16,Freshman,School of Arts and Sciences,0,0,['NCA' 'JS' 'SA'],Apartment,1,1,1,4000-6000,6000
4608,James Garcia PhD,M,467030365,2001-02-12,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'NCA' 'RA'],Suite,1,1,1,8000-11000,11000
4609,Jesse Brown,M,304327598,2001-01-14,Sophomore,School of Management and Labor Relations,0,0,['MH' 'SA' 'NCA'],Suite,1,1,1,8000-11000,11000
4610,Nicole Yates,F,188443849,2002-09-13,Senior,School of Communication and Information,0,0,['MH' 'JS' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,6000
4611,Christopher Stone,M,641541695,2003-05-02,Freshman,School of Arts and Sciences,0,1,['BS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,6000-8000,7000
4612,Jane Stevens,F,145800255,2001-11-06,Freshman,School of Arts and Sciences,0,0,['WS' 'TS' 'MRS'],Apartment,1,1,1,4000-6000,6000
4613,Leslie Rowe,F,395241541,2000-06-07,Junior,School of Arts and Sciences,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,6000-8000,8000
4614,Jennifer Miller,F,429713792,2001-02-27,Junior,School of Arts and Sciences,0,0,['BS' 'NCA' 'JS'],Suite,1,0,1,8000-11000,11000
4615,Heidi Dalton,F,695973866,2004-01-04,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'SA' 'MS'],Suite,1,1,1,4000-6000,6000
4616,Robert Costa,M,966732991,2001-01-21,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['SA' 'BS' 'WS'],Apartment,1,1,1,8000-11000,10000
4617,Teresa Fleming,F,739093505,2004-09-12,Freshman,School of Arts and Sciences,0,0,['SA' 'MRS' 'MH'],Suite,1,1,1,6000-8000,8000
4618,James Gonzalez,M,858384498,2003-10-03,Freshman,School of Environmental and Biological Sciences,0,0,['MZH' 'RA' 'TS'],Suite,1,1,1,4000-6000,6000
4619,James Burton,M,952450029,2002-03-20,Sophomore,School of Social Work,0,0,['BH' 'RA' 'BS'],Apartment,1,1,1,6000-8000,8000
4620,Larry Cordova,M,526086553,2005-03-10,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'WS'],Suite,1,1,1,8000-11000,10000
4621,Isaac Hanson,M,886246219,2002-12-30,Sophomore,School of Communication and Information,0,0,['SA' 'MS' 'RA'],Suite,1,1,1,8000-11000,11000
4622,James Adkins,M,659991798,2002-05-25,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'MRS' 'CS'],Suite,1,1,1,4000-6000,6000
4623,Keith Davis,M,990741448,2000-06-30,Sophomore,School of Arts and Sciences,0,1,['MS' 'BH' 'JS'],Apartment,1,1,1,4000-6000,5000
4624,Mr. Blake Vaughan,M,984402041,1999-12-18,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'RA'],Suite,1,0,1,4000-6000,6000
4625,Laura Miller,F,529598197,2000-12-19,Freshman,School of Social Work,0,0,['AH' 'JS' 'MZH'],Apartment,1,1,1,8000-11000,11000
4626,Judy Cook,F,641763843,2005-01-19,Freshman,School of Arts and Sciences,0,1,['BS' 'JS' 'CS'],Apartment,1,1,1,4000-6000,5000
4627,Charles Armstrong,M,735199628,2001-12-31,Sophomore,School of Engineering,0,0,['CS' 'BS' 'RA'],Apartment,1,1,1,4000-6000,6000
4628,Angela Chang,F,738117954,2000-06-10,Sophomore,School of Arts and Sciences,0,1,['MS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,10000
4629,Chelsea Rodriguez,F,643188035,2002-06-07,Freshman,Mason Gross School of the Arts,0,0,['BS' 'MS' 'SA'],Suite,1,1,1,6000-8000,8000
4630,Kathy Martinez,F,641295188,2001-01-28,Sophomore,School of Arts and Sciences,0,0,['TS' 'BS' 'MZH'],Suite,1,0,1,6000-8000,8000
4631,Darren Walsh,M,195237271,2000-07-29,Freshman,School of Arts and Sciences,0,0,['NCA' 'MRS' 'MS'],Apartment,1,1,1,4000-6000,6000
4632,John Shepard,M,808912615,2000-01-08,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'CS'],Apartment,1,0,1,4000-6000,6000
4633,Phillip Combs,M,798849162,2005-06-23,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'BS' 'MRS'],Apartment,1,1,1,8000-11000,11000
4634,Ryan Sanchez,M,476679499,2003-05-26,Sophomore,School of Social Work,0,0,['MH' 'SA' 'NCA'],Suite,1,1,1,4000-6000,6000
4635,John Heath,M,473888018,2002-11-06,Junior,School of Arts and Sciences,0,1,['JS' 'BS' 'TS'],Suite,1,1,1,4000-6000,5000
4636,Ronald Coleman,M,822525972,2001-10-19,Junior,School of Arts and Sciences,0,0,['RA' 'CS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,11000
4637,David Herrera,M,276329934,2003-04-12,Senior,School of Arts and Sciences,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,6000
4638,Travis Pham,M,860716600,2004-05-20,Freshman,School of Communication and Information,0,0,['BS' 'SA' 'WS'],Apartment,1,1,1,4000-6000,6000
4639,Richard Jordan,M,798335756,2003-05-15,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['WS' 'RA' 'TS'],Suite,1,1,0,8000-11000,11000
4640,Brandon Allen,M,367447457,2002-08-24,Sophomore,School of Arts and Sciences,1,0,['AH' 'BS' 'BH'],Apartment,1,1,1,6000-8000,8000
4641,Kristin Lopez,F,427431452,2001-07-31,Junior,School of Arts and Sciences,0,0,['TS' 'NCA' 'BS'],Suite,1,0,1,8000-11000,11000
4642,Ms. Jessica Rodriguez DVM,F,858430609,2005-02-02,Freshman,School of Arts and Sciences,0,1,['SA' 'BS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,5000
4643,Reginald Peterson,M,352730767,2000-11-01,Junior,School of Arts and Sciences,0,0,['RA' 'AH' 'WS'],Apartment,1,1,1,4000-6000,6000
4644,Patricia Young,F,444834071,2001-08-03,Freshman,School of Arts and Sciences,0,1,['BS' 'SA' 'JS'],Apartment,1,1,1,4000-6000,5000
4645,Kevin Vargas,M,676044367,2004-07-28,Junior,School of Management and Labor Relations,0,0,['NCA' 'MH' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4646,Taylor Ramos,F,601755607,2001-07-14,Freshman,School of Arts and Sciences,0,0,['BS' 'RA' 'AH'],Suite,1,1,1,4000-6000,6000
4647,Tamara Wood,F,371923103,2005-05-02,Freshman,School of Arts and Sciences,1,0,['BS' 'MH' 'MRS'],Suite,1,1,1,6000-8000,8000
4648,Tina Reyes,F,434819435,2005-09-22,Sophomore,School of Arts and Sciences,0,0,['RA' 'MRS' 'BS'],Suite,1,1,1,8000-11000,11000
4649,Colin Porter,M,776473405,2002-02-08,Junior,School of Social Work,0,1,['MS' 'MZH' 'NCA'],Suite,1,1,1,8000-11000,10000
4650,Valerie Jones,F,230256050,2004-12-04,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'MS' 'MZH'],Suite,1,1,1,4000-6000,6000
4651,Kathryn Marshall,F,740798778,2001-03-07,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MZH' 'MRS'],Apartment,1,1,1,4000-6000,6000
4652,Lisa Mcneil,F,614395114,2004-11-30,Sophomore,School of Environmental and Biological Sciences,1,1,['BS' 'BH' 'NCA'],Apartment,1,1,1,4000-6000,5000
4653,Patricia Watson,F,454908964,2000-06-10,Junior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'MZH'],Suite,1,1,1,4000-6000,6000
4654,John Taylor MD,M,536946634,2005-03-11,Freshman,School of Arts and Sciences,0,0,['NCA' 'RA' 'BS'],Suite,1,1,1,4000-6000,6000
4655,Jack Woodward,M,132315337,2001-03-26,Senior,School of Arts and Sciences,0,1,['MH' 'MS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,5000
4656,Susan Miller,F,770931742,2003-04-25,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['BS' 'NCA' 'AH'],Apartment,1,1,1,8000-11000,10000
4657,John Duarte,M,820295067,2005-03-10,Sophomore,School of Environmental and Biological Sciences,1,1,['RA' 'SA' 'MH'],Suite,1,1,1,4000-6000,5000
4658,Erin Pugh,F,393750304,2002-01-07,Senior,School of Communication and Information,0,1,['BS' 'MS' 'MRS'],Traditional Residence Hall,1,0,1,4000-6000,5000
4659,Jessica Calderon,F,765442784,2005-03-13,Senior,School of Social Work,0,0,['WS' 'BS' 'AH'],Traditional Residence Hall,1,1,1,4000-6000,6000
4660,Michael Smith,M,935397787,2002-10-01,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MZH' 'SA'],Apartment,1,1,1,6000-8000,8000
4661,Kimberly Pace,F,247542352,2002-02-22,Freshman,School of Arts and Sciences,0,1,['RA' 'MS' 'NCA'],Apartment,1,1,1,4000-6000,5000
4662,Samantha Henson,F,755722143,2002-02-28,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MH' 'SA'],Apartment,1,1,1,4000-6000,6000
4663,Whitney Pierce,F,166287087,2004-06-22,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000
4664,Zachary Le,M,274966984,2003-10-05,Junior,School of Arts and Sciences,0,0,['RA' 'BS' 'AH'],Apartment,1,1,1,4000-6000,6000
4665,Amanda Murray,F,709457634,2000-11-30,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'MS'],Apartment,1,1,1,4000-6000,6000
4666,Robert Blake,M,611435581,2004-12-05,Sophomore,School of Arts and Sciences,0,1,['SA' 'CS' 'BS'],Suite,1,0,1,6000-8000,7000
4667,Samuel Juarez,M,778308757,2003-10-04,Junior,School of Arts and Sciences,0,0,['SA' 'RA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,6000
4668,Ashley Fields,F,584733412,2003-09-17,Senior,School of Arts and Sciences,0,0,['RA' 'BS' 'NCA'],Suite,1,1,1,8000-11000,11000
4669,Jacob Dixon,M,153340473,2005-05-05,Junior,Mason Gross School of the Arts,0,1,['BS' 'AH' 'NCA'],Apartment,1,1,1,4000-6000,5000
4670,Rachel Scott,F,226555036,2001-05-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MS' 'MH'],Apartment,1,1,1,4000-6000,6000
4671,Kathryn Wolf,F,567207597,2001-09-01,Freshman,Mason Gross School of the Arts,0,0,['SA' 'WS' 'MRS'],Suite,1,0,1,4000-6000,6000
4672,Jon Rodriguez,M,417600197,2005-06-26,Freshman,School of Arts and Sciences,0,0,['AH' 'NCA' 'MZH'],Apartment,1,1,1,4000-6000,6000
4673,Travis Jones,M,111381893,2002-11-29,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'RA' 'BH'],Traditional Residence Hall,1,1,1,4000-6000,5000
4674,Jessica Mitchell,F,497970994,2001-07-09,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'MH'],Apartment,1,1,1,6000-8000,8000
4675,David Stone,M,700654076,2000-10-26,Freshman,School of Arts and Sciences,0,1,['RA' 'JS' 'SA'],Apartment,1,1,1,8000-11000,10000
4676,Heather Anderson,F,148609075,2004-05-04,Sophomore,School of Management and Labor Relations,0,0,['WS' 'MH' 'SA'],Suite,1,1,1,4000-6000,6000
4677,Allen Diaz,M,754801934,2000-10-02,Junior,School of Arts and Sciences,0,1,['BS' 'RA' 'BH'],Suite,1,1,1,4000-6000,5000
4678,Kathleen Rice,F,388670721,1999-11-11,Sophomore,School of Arts and Sciences,0,0,['BS' 'SA' 'BH'],Suite,1,1,1,4000-6000,6000
4679,Cynthia Conner,F,532512591,2000-02-26,Sophomore,School of Social Work,0,0,['TS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,6000
4680,Patrick Lopez,M,693833536,2002-11-17,Sophomore,School of Management and Labor Relations,0,0,['BS' 'CS' 'BH'],Traditional Residence Hall,1,0,1,4000-6000,6000
4681,Sherry Richardson DVM,F,287959241,2001-11-10,Sophomore,School of Communication and Information,0,1,['CS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,10000
4682,Edwin Moreno,M,798492121,2003-04-16,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['MH' 'SA' 'BS'],Traditional Residence Hall,1,1,1,6000-8000,8000
4683,Jennifer Johnson,F,529029302,2003-11-08,Senior,School of Engineering,0,1,['NCA' 'RA' 'MH'],Suite,1,1,1,8000-11000,10000
4684,Mary Rodriguez,F,150623027,2000-10-02,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['MZH' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,6000
4685,Shane Smith,M,648026187,2003-10-02,Senior,School of Social Work,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,11000
4686,Anthony Morgan,M,434444579,2002-03-28,Sophomore,School of Arts and Sciences,0,0,['SA' 'TS' 'WS'],Apartment,1,1,1,8000-11000,11000
4687,Maria Wilson,F,707110574,2001-05-03,Junior,School of Arts and Sciences,0,1,['MZH' 'RA' 'MRS'],Apartment,1,1,1,4000-6000,5000
4688,Aaron Rivera,M,452246670,2002-11-21,Freshman,School of Arts and Sciences,0,0,['JS' 'BS' 'MH'],Suite,1,1,1,4000-6000,6000
4689,Rebecca Wood,F,437252142,2002-05-31,Junior,Mason Gross School of the Arts,0,0,['BS' 'RA' 'NCA'],Suite,1,1,1,8000-11000,11000
4690,Gary Flores,M,954111966,2003-04-16,Freshman,School of Communication and Information,0,0,['RA' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,8000
4691,David Hull,M,409031505,2004-06-12,Junior,School of Arts and Sciences,0,0,['MS' 'SA' 'CS'],Apartment,1,1,1,6000-8000,8000
4692,Joan Hamilton,F,598269950,2003-06-03,Sophomore,School of Communication and Information,0,1,['WS' 'JS' 'BS'],Suite,1,1,1,4000-6000,5000
4693,Timothy Howell,M,595073483,2002-08-20,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['SA' 'BH' 'BS'],Suite,1,0,1,4000-6000,6000
4694,Derek Mathis,M,261777873,2002-10-06,Freshman,School of Arts and Sciences,0,1,['BS' 'MRS' 'WS'],Traditional Residence Hall,1,1,1,8000-11000,10000
4695,Sherry Hammond,F,631573661,2002-08-08,Junior,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'WS' 'MS'],Suite,1,1,1,8000-11000,10000
4696,Mary Matthews,F,583552563,1999-11-09,Sophomore,School of Engineering,0,0,['BS' 'SA' 'MH'],Traditional Residence Hall,1,0,1,6000-8000,8000
4697,Kristen Diaz,F,863596787,2003-10-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'RA' 'SA'],Suite,1,0,1,4000-6000,6000
4698,Frederick Nguyen,M,818953446,2001-02-08,Sophomore,Mason Gross School of the Arts,0,1,['NCA' 'TS' 'MZH'],Suite,1,1,1,6000-8000,7000
4699,Mary Valentine,F,286156102,2001-05-30,Freshman,School of Arts and Sciences,0,0,['MZH' 'RA' 'NCA'],Apartment,1,1,1,6000-8000,8000
