name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price
Scott Berry,M,600472832,2005-08-08,Junior,School of Communication and Information,0,1,['SA' 'BS' 'MRS'],Suite,1,1,1,6000-8000,9000
Ashley Green,F,154225587,2002-06-03,Junior,School of Social Work,0,1,['BS' 'TS' 'MRS'],Suite,1,1,1,4000-6000,7000
Matthew Smith,M,802550443,2000-09-25,Junior,Mason Gross School of the Arts,0,0,['NCA' 'MH' 'WS'],Suite,1,1,1,8000-11000,12000
Morgan Aguirre,F,856853834,2004-03-23,Freshman,School of Management and Labor Relations,0,0,['BH' 'MH' 'MRS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Miss Sharon Chambers DDS,F,490885966,2003-07-28,Junior,Mason Gross School of the Arts,0,1,['TS' 'BS' 'RA'],Apartment,1,1,1,6000-8000,9000
Joseph Johnson,M,785455064,2000-03-26,Freshman,School of Social Work,0,0,['SA' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000
Cody Schroeder,M,548997229,2003-09-29,Senior,School of Arts and Sciences,0,1,['NCA' 'BS' 'MS'],Apartment,1,1,1,4000-6000,7000
Dr. Maureen Romero,F,363165767,2002-07-03,Freshman,School of Engineering,0,0,['BS' 'JS' 'WS'],Suite,1,0,1,8000-11000,12000
Harold Dawson,M,645348306,2004-06-18,Sophomore,School of Arts and Sciences,0,0,['SA' 'AH' 'MH'],Apartment,1,1,1,6000-8000,9000
Aaron Johnson,M,376685421,1999-10-02,Sophomore,School of Communication and Information,0,0,['BS' 'RA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Amanda Robinson,F,319630109,2002-07-09,Junior,School of Management and Labor Relations,0,0,['MRS' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
Brian Cantu,M,797289842,2003-06-27,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'MH' 'NCA'],Suite,1,1,1,8000-11000,12000
Gina Grant,F,844860173,2001-01-03,Junior,School of Arts and Sciences,0,0,['CS' 'NCA' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Matthew Charles,M,256564265,1999-11-29,Freshman,School of Engineering,0,1,['MS' 'NCA' 'BS'],Suite,1,1,1,4000-6000,7000
Melissa Thomas,F,604645259,2000-09-26,Freshman,Mason Gross School of the Arts,0,1,['BS' 'TS' 'MH'],Suite,1,1,1,8000-11000,12000
Jasmine Cook,F,293166105,1999-10-18,Freshman,School of Engineering,0,0,['MS' 'SA' 'NCA'],Suite,1,1,1,8000-11000,12000
Karen Knight,F,955700856,2000-05-16,Freshman,School of Arts and Sciences,0,0,['CS' 'AH' 'MS'],Suite,1,1,1,4000-6000,7000
Jason Jimenez,M,249421770,2000-05-01,Freshman,School of Arts and Sciences,0,0,['MS' 'BS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jason Fischer,M,268069144,2001-09-17,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Dustin Walker,M,639884649,2001-09-23,Junior,Mason Gross School of the Arts,0,0,['RA' 'BS' 'SA'],Suite,1,1,0,6000-8000,9000
Jon Farley,M,315546411,2001-07-28,Freshman,School of Management and Labor Relations,0,0,['MS' 'BS' 'TS'],Suite,1,1,1,8000-11000,12000
Mr. Jason Wilson,M,399375541,2003-12-19,Freshman,School of Arts and Sciences,0,0,['BS' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Steven Melton,M,244735729,2000-07-27,Freshman,Mason Gross School of the Arts,0,1,['MS' 'WS' 'NCA'],Apartment,1,1,1,6000-8000,9000
Steven Hoffman,M,289228775,2005-04-11,Sophomore,Mason Gross School of the Arts,0,1,['WS' 'BS' 'NCA'],Suite,1,1,1,8000-11000,12000
Diana Lawrence,F,283321003,2000-02-24,Sophomore,School of Communication and Information,0,0,['NCA' 'SA' 'RA'],Apartment,1,1,1,4000-6000,7000
John Weaver,M,708618762,2002-10-31,Sophomore,Rutgers Business School–Newark and New Brunswick,1,1,['JS' 'BS' 'NCA'],Suite,1,1,1,4000-6000,7000
Dave Blevins,M,758771109,2000-12-16,Sophomore,School of Arts and Sciences,0,0,['BS' 'NCA' 'MRS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Jason Morris,M,923765239,2001-12-25,Freshman,School of Arts and Sciences,0,1,['AH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
Mark Jones,M,119162562,1999-11-30,Sophomore,School of Arts and Sciences,0,0,['NCA' 'MZH' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Sarah Hood,F,684173803,2000-10-29,Freshman,Mason Gross School of the Arts,0,0,['RA' 'CS' 'BS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michael Johnson,M,264700702,2005-07-14,Sophomore,School of Environmental and Biological Sciences,0,0,['TS' 'BS' 'JS'],Suite,1,1,1,8000-11000,12000
Robert Roberts,M,710023207,2003-06-14,Freshman,School of Arts and Sciences,0,0,['TS' 'RA' 'MS'],Suite,1,1,1,6000-8000,9000
Suzanne Lewis,F,443873151,2005-04-26,Sophomore,Mason Gross School of the Arts,0,0,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Andrea Harding,F,630033447,2000-05-22,Junior,School of Arts and Sciences,0,1,['MH' 'WS' 'SA'],Suite,1,1,1,4000-6000,7000
Cole Smith,M,281390841,1999-10-10,Senior,School of Engineering,0,0,['NCA' 'AH' 'MZH'],Suite,1,1,1,8000-11000,12000
Mr. David Collins DDS,M,702612506,2003-01-28,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'MZH' 'AH'],Suite,1,1,1,8000-11000,12000
Anthony Watson,M,344862975,2002-10-09,Sophomore,School of Engineering,0,1,['BS' 'MS' 'NCA'],Suite,1,1,1,8000-11000,12000
Tim Price,M,174110613,2001-05-31,Junior,School of Management and Labor Relations,0,0,['SA' 'MS' 'BS'],Suite,1,1,1,8000-11000,12000
Rhonda Hill,F,125384054,2001-09-15,Freshman,Mason Gross School of the Arts,0,0,['WS' 'RA' 'NCA'],Traditional Residence Hall,1,1,0,4000-6000,7000
Richard Hendrix,M,386456356,2003-06-14,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['AH' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000
Meghan Owens,F,704784444,2004-11-04,Junior,School of Communication and Information,0,0,['CS' 'BS' 'RA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Mr. Kristopher Malone,M,543873708,2004-07-11,Sophomore,School of Arts and Sciences,0,0,['RA' 'MS' 'SA'],Suite,1,1,0,8000-11000,12000
Hannah Campbell,F,331301083,2001-09-22,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['MH' 'RA' 'MZH'],Apartment,1,1,1,8000-11000,12000
Lynn Jackson,F,346582004,2000-06-19,Senior,School of Arts and Sciences,0,1,['AH' 'SA' 'MZH'],Apartment,1,1,0,4000-6000,7000
Rebecca Stark,F,545948693,2000-12-07,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['CS' 'SA' 'MS'],Apartment,1,1,1,4000-6000,7000
Tara Sanchez,F,459413413,2000-11-22,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'MH' 'BS'],Suite,1,1,0,8000-11000,12000
Mary Ashley,F,737330981,2004-11-03,Senior,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'RA' 'CS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Robert Brown,M,897427152,2005-02-21,Freshman,School of Social Work,0,0,['MRS' 'BS' 'RA'],Suite,1,1,1,4000-6000,7000
Anthony Obrien Jr.,M,670771265,2004-06-29,Sophomore,Mason Gross School of the Arts,0,0,['JS' 'SA' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Diane Moore,F,143470505,2001-07-04,Junior,School of Arts and Sciences,1,0,['MRS' 'BS' 'BH'],Apartment,1,0,1,4000-6000,7000
Laura Chan,F,879703939,2002-08-02,Senior,School of Arts and Sciences,0,0,['JS' 'MS' 'BH'],Suite,1,1,1,4000-6000,7000
Bethany Mcdonald,F,823829585,2005-06-03,Sophomore,School of Management and Labor Relations,0,0,['AH' 'RA' 'SA'],Apartment,1,0,1,8000-11000,12000
Jared Rodriguez,M,859559584,1999-10-19,Freshman,School of Arts and Sciences,0,0,['JS' 'CS' 'BS'],Apartment,1,0,1,8000-11000,12000
Benjamin Mitchell,M,859985549,2000-04-30,Junior,Rutgers Business School–Newark and New Brunswick,0,1,['AH' 'NCA' 'MH'],Suite,1,1,1,8000-11000,12000
Jose Campbell,M,198164940,2001-07-17,Freshman,School of Environmental and Biological Sciences,0,0,['CS' 'BS' 'SA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Matthew Gonzalez,M,805063819,2001-01-25,Senior,Mason Gross School of the Arts,0,0,['CS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Christopher Nelson,M,477333391,2002-07-07,Freshman,School of Arts and Sciences,0,1,['JS' 'BS' 'TS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Latoya Cooper,F,548554495,2002-01-20,Senior,School of Engineering,0,1,['MS' 'RA' 'MRS'],Suite,1,0,1,8000-11000,12000
Colin Summers,M,521014757,2004-09-30,Senior,School of Management and Labor Relations,0,0,['BS' 'RA' 'NCA'],Apartment,1,1,1,8000-11000,12000
Amanda Johnson,F,849391351,2002-10-06,Freshman,School of Communication and Information,0,0,['NCA' 'BS' 'SA'],Apartment,1,1,1,4000-6000,7000
Angela Jackson,F,571069703,2002-11-16,Freshman,Mason Gross School of the Arts,0,0,['BS' 'AH' 'RA'],Suite,1,1,1,8000-11000,12000
Jessica Edwards,F,149951497,2005-05-05,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['CS' 'RA' 'AH'],Suite,1,1,1,8000-11000,12000
Michael King,M,463389791,2003-03-11,Freshman,Mason Gross School of the Arts,0,1,['BS' 'RA' 'BH'],Suite,1,1,1,8000-11000,12000
Jeffrey Lee,M,833041941,2003-01-06,Senior,School of Arts and Sciences,0,1,['BS' 'RA' 'MS'],Suite,1,1,1,8000-11000,12000
Joseph Klein,M,501088292,2000-11-02,Freshman,School of Social Work,0,0,['WS' 'CS' 'SA'],Suite,1,1,1,8000-11000,12000
Stephanie Hernandez,F,374196696,2000-01-03,Freshman,School of Social Work,0,1,['WS' 'SA' 'BS'],Suite,1,1,1,6000-8000,9000
Amanda Morrison,F,165321560,2005-04-21,Junior,School of Engineering,0,0,['AH' 'BS' 'NCA'],Apartment,1,1,1,8000-11000,12000
Ashley Kennedy,F,804917702,2001-10-30,Sophomore,School of Arts and Sciences,1,0,['MRS' 'BS' 'NCA'],Suite,1,0,1,4000-6000,7000
Sarah Fields,F,901132298,2000-01-03,Sophomore,School of Arts and Sciences,0,1,['BS' 'MS' 'AH'],Apartment,1,0,1,4000-6000,7000
Joshua Price,M,641557883,2000-02-16,Freshman,School of Environmental and Biological Sciences,0,0,['MH' 'MZH' 'BS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Eric Jefferson,M,542795795,2000-02-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'NCA' 'MRS'],Suite,1,1,1,8000-11000,12000
Mitchell Clark,M,872519266,2003-11-29,Sophomore,School of Communication and Information,1,0,['SA' 'NCA' 'AH'],Apartment,1,1,1,8000-11000,12000
Andrew Glover,M,185239765,2001-06-12,Sophomore,School of Engineering,0,0,['MZH' 'SA' 'BS'],Apartment,1,1,1,8000-11000,12000
Kristen Pham,F,381722946,2000-09-28,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['AH' 'MZH' 'BS'],Suite,1,1,1,8000-11000,12000
Charles Long,M,380999195,2004-12-08,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['MH' 'RA' 'NCA'],Suite,1,1,1,8000-11000,12000
Robin Kaufman,F,752944310,2001-11-26,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'MS'],Apartment,1,1,1,6000-8000,9000
Brad Pitts,M,588607383,2003-10-16,Senior,Mason Gross School of the Arts,0,0,['MZH' 'NCA' 'AH'],Apartment,1,1,1,8000-11000,12000
Amber Martinez,F,188932475,2001-09-17,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['BS' 'MH' 'MS'],Traditional Residence Hall,1,1,1,6000-8000,9000
Miguel Holt,M,265667744,2000-02-25,Senior,School of Engineering,0,1,['RA' 'TS' 'MRS'],Traditional Residence Hall,1,1,1,4000-6000,7000
Harold Smith,M,841915557,2004-09-05,Freshman,School of Communication and Information,0,0,['BS' 'CS' 'RA'],Apartment,1,1,1,8000-11000,12000
Jerry Williams,M,128607261,2001-02-23,Freshman,School of Arts and Sciences,0,1,['MRS' 'TS' 'AH'],Suite,1,1,1,8000-11000,12000
Melissa Reed,F,999583915,2000-12-25,Sophomore,Mason Gross School of the Arts,0,0,['BS' 'MS' 'SA'],Suite,1,1,1,6000-8000,9000
Shawn Kirk,M,876352963,1999-10-10,Freshman,School of Engineering,0,0,['NCA' 'BH' 'AH'],Suite,1,1,1,4000-6000,7000
Kevin Chapman,M,580278955,2005-09-17,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'AH' 'BS'],Apartment,1,0,1,4000-6000,7000
Daniel Hall,M,697610294,2003-08-05,Sophomore,Mason Gross School of the Arts,0,1,['RA' 'TS' 'CS'],Suite,1,1,1,8000-11000,12000
Eric Harrell,M,263478877,2001-06-07,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'AH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Vickie Miller,F,905006396,2003-01-05,Sophomore,School of Arts and Sciences,0,0,['BS' 'TS' 'MZH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Brett Terrell Jr.,M,398330896,2003-03-20,Junior,School of Arts and Sciences,0,0,['MZH' 'SA' 'NCA'],Suite,1,1,1,6000-8000,9000
Rebecca Parker,F,362973518,2005-06-26,Sophomore,School of Arts and Sciences,0,0,['RA' 'BS' 'CS'],Suite,1,1,1,6000-8000,9000
Tracey Moss,F,523199091,2003-08-02,Senior,School of Communication and Information,0,0,['SA' 'NCA' 'BS'],Apartment,1,1,1,6000-8000,9000
Richard Shaw,M,437601750,2001-04-12,Freshman,School of Communication and Information,1,0,['BS' 'MZH' 'SA'],Apartment,1,1,1,8000-11000,12000
Christian Pugh,M,112788948,2005-04-27,Freshman,Rutgers Business School–Newark and New Brunswick,0,0,['SA' 'WS' 'MS'],Suite,1,1,1,4000-6000,7000
Robin Moore,F,750946653,2000-01-04,Freshman,School of Arts and Sciences,0,0,['SA' 'TS' 'NCA'],Apartment,1,1,1,8000-11000,12000
David Jackson,M,124360273,2000-12-23,Freshman,School of Social Work,1,1,['TS' 'BH' 'NCA'],Suite,1,1,1,4000-6000,7000
Antonio Pearson,M,620201794,2000-07-30,Sophomore,School of Arts and Sciences,0,1,['NCA' 'MRS' 'SA'],Apartment,1,1,1,8000-11000,12000
Shelby Ingram,F,200456371,2002-03-25,Sophomore,School of Engineering,0,0,['MRS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,9000
Kimberly Rivers,F,204430180,2000-05-10,Sophomore,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'BH' 'NCA'],Traditional Residence Hall,1,1,1,4000-6000,7000
Thomas Salazar,M,706494610,2002-12-08,Junior,Mason Gross School of the Arts,0,1,['TS' 'NCA' 'CS'],Apartment,1,1,1,8000-11000,12000
Hannah Andersen,F,134678657,2001-03-15,Junior,School of Social Work,0,0,['TS' 'MS' 'SA'],Apartment,1,1,1,6000-8000,9000
Julia Mason,F,726596433,2005-06-05,Freshman,School of Social Work,0,0,['SA' 'BS' 'RA'],Suite,1,1,1,6000-8000,9000
Miss Karen Craig,F,611206468,2005-09-07,Junior,School of Arts and Sciences,0,0,['BS' 'SA' 'TS'],Suite,1,1,1,6000-8000,9000
Stephanie West,F,503194096,2005-08-22,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BS' 'SA' 'NCA'],Apartment,1,1,1,6000-8000,9000
Christy Parker,F,552242474,2002-07-31,Freshman,School of Arts and Sciences,0,0,['MS' 'RA' 'CS'],Suite,1,1,1,8000-11000,12000
Kevin Stewart,M,396678906,2000-12-15,Sophomore,School of Arts and Sciences,0,1,['MRS' 'WS' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Veronica Thompson,F,791077766,2001-11-25,Junior,School of Arts and Sciences,0,0,['BS' 'JS' 'MS'],Apartment,1,1,1,8000-11000,12000
Kayla Baker,F,902035442,1999-11-02,Sophomore,School of Arts and Sciences,0,0,['MH' 'WS' 'SA'],Suite,1,1,1,8000-11000,12000
Thomas Garcia,M,565383165,2004-01-05,Sophomore,School of Communication and Information,0,0,['CS' 'BS' 'MRS'],Apartment,1,1,1,6000-8000,9000
Dr. Richard Fox,M,154153023,2000-03-09,Freshman,Rutgers Business School–Newark and New Brunswick,0,1,['RA' 'BS' 'MZH'],Apartment,1,1,1,4000-6000,7000
Shawn Yang,M,555400604,2003-03-22,Junior,School of Arts and Sciences,0,0,['SA' 'MZH' 'RA'],Suite,1,1,1,8000-11000,12000
Joseph Schmidt,M,643620870,2001-05-17,Freshman,School of Engineering,0,1,['MZH' 'BS' 'CS'],Suite,1,1,1,4000-6000,7000
John Gardner,M,310683883,2000-02-20,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['RA' 'WS' 'MH'],Suite,1,0,1,8000-11000,12000
Alexander Acosta,M,420445686,2001-02-10,Freshman,School of Arts and Sciences,0,0,['BS' 'MRS' 'WS'],Suite,1,1,0,8000-11000,12000
Cassandra Watson,F,328364566,2005-01-20,Sophomore,School of Arts and Sciences,0,1,['AH' 'RA' 'MZH'],Suite,1,1,1,8000-11000,12000
Zachary Bender,M,146201673,2000-12-04,Freshman,School of Arts and Sciences,1,0,['NCA' 'BS' 'MRS'],Apartment,1,1,1,4000-6000,7000
Diane Carey,F,272742432,2003-01-20,Junior,Mason Gross School of the Arts,0,0,['SA' 'MZH' 'TS'],Suite,1,0,1,6000-8000,9000
Jonathan Clayton,M,463753269,2005-03-13,Sophomore,School of Arts and Sciences,0,0,['NCA' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000
Warren Lawson,M,135506646,2000-05-09,Freshman,School of Arts and Sciences,0,1,['BH' 'NCA' 'WS'],Suite,1,0,1,8000-11000,12000
Mr. Gabriel Schmidt,M,163200289,2000-01-20,Sophomore,School of Engineering,0,0,['NCA' 'RA' 'BS'],Apartment,1,1,1,8000-11000,12000
Andrew Tapia,M,456427173,2001-08-29,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,0,['RA' 'BS' 'MZH'],Suite,1,1,1,8000-11000,12000
Brianna Young,F,453483253,2002-10-07,Junior,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'BS' 'MH'],Suite,1,1,1,6000-8000,9000
Jason Kennedy,M,564671754,2005-04-19,Freshman,School of Arts and Sciences,0,0,['NCA' 'BS' 'RA'],Apartment,1,1,1,8000-11000,12000
Joshua Torres,M,128742174,2002-07-30,Senior,School of Arts and Sciences,0,0,['WS' 'CS' 'JS'],Apartment,1,1,1,6000-8000,9000
Jennifer Hart,F,563952026,2001-10-16,Freshman,School of Arts and Sciences,0,0,['BS' 'CS' 'BH'],Traditional Residence Hall,1,1,1,8000-11000,12000
Donna Jefferson,F,228845241,2002-08-14,Freshman,School of Arts and Sciences,0,0,['SA' 'NCA' 'WS'],Apartment,1,1,1,4000-6000,7000
Lori Maldonado,F,777378366,2000-08-13,Sophomore,School of Arts and Sciences,0,0,['JS' 'RA' 'NCA'],Apartment,1,1,1,4000-6000,7000
Tammie Smith,F,377125141,2000-01-30,Freshman,School of Arts and Sciences,0,0,['MS' 'NCA' 'SA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Michelle Delacruz,F,113994703,2004-11-18,Junior,Rutgers Business School–Newark and New Brunswick,0,0,['BH' 'BS' 'RA'],Suite,1,1,0,6000-8000,9000
Dr. Laura Obrien,F,619759658,2001-05-11,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['NCA' 'RA' 'BH'],Apartment,1,1,1,8000-11000,12000
Melissa Carroll,F,117284200,2003-09-12,Freshman,School of Management and Labor Relations,0,0,['AH' 'SA' 'MS'],Suite,1,0,1,8000-11000,12000
Mark Stokes,M,398061776,2002-12-04,Freshman,Mason Gross School of the Arts,0,0,['BH' 'MZH' 'SA'],Apartment,1,1,1,8000-11000,12000
Patrick Wu,M,235818647,2003-10-11,Freshman,School of Arts and Sciences,0,0,['RA' 'NCA' 'TS'],Suite,1,1,1,4000-6000,7000
Michelle Hunt,F,929236198,2002-11-26,Freshman,Edward J. Bloustein School of Planning and Public Policy,0,1,['SA' 'BS' 'NCA'],Traditional Residence Hall,1,1,1,8000-11000,12000
Vernon Strickland,M,636164446,2003-03-13,Sophomore,School of Arts and Sciences,0,0,['WS' 'SA' 'BS'],Suite,1,1,1,8000-11000,12000
Daniel Taylor,M,738748584,2002-10-21,Sophomore,School of Arts and Sciences,0,1,['SA' 'MS' 'WS'],Apartment,1,1,1,8000-11000,12000
Melanie Bolton,F,840966414,2000-10-23,Senior,School of Communication and Information,0,0,['BS' 'RA' 'MRS'],Suite,1,1,1,4000-6000,7000
Henry Smith,M,729809639,2004-04-18,Sophomore,School of Engineering,0,1,['AH' 'BS' 'BH'],Apartment,1,1,1,6000-8000,9000
Ariana Kelley,F,927280939,2000-07-10,Freshman,School of Environmental and Biological Sciences,0,0,['RA' 'MRS' 'MZH'],Apartment,1,1,1,8000-11000,12000
Emily Myers,F,956845235,2004-11-23,Sophomore,School of Management and Labor Relations,0,0,['MH' 'BS' 'TS'],Apartment,1,1,1,8000-11000,12000
Nancy Harding,F,729296027,2004-08-29,Senior,Rutgers Business School–Newark and New Brunswick,0,1,['MZH' 'BS' 'RA'],Suite,1,1,1,8000-11000,12000
Eric Hays,M,419574771,2004-04-25,Junior,School of Communication and Information,0,0,['SA' 'BS' 'WS'],Suite,1,1,1,8000-11000,12000
Stephen Cox,M,345251840,2001-01-09,Sophomore,School of Arts and Sciences,0,0,['BS' 'AH' 'RA'],Suite,1,1,1,8000-11000,12000
Laura Livingston,F,815892304,2005-02-23,Junior,Mason Gross School of the Arts,0,1,['SA' 'BS' 'MZH'],Traditional Residence Hall,1,0,1,8000-11000,12000
Edward Mcdowell,M,912799669,2005-01-29,Sophomore,School of Arts and Sciences,0,1,['SA' 'NCA' 'CS'],Suite,1,1,1,4000-6000,7000
Joseph Price,M,792461818,2004-02-13,Sophomore,School of Environmental and Biological Sciences,0,0,['SA' 'BS' 'RA'],Traditional Residence Hall,1,1,1,6000-8000,9000
Taylor Bruce,F,400262029,2000-09-18,Sophomore,Edward J. Bloustein School of Planning and Public Policy,0,0,['MZH' 'MH' 'JS'],Traditional Residence Hall,1,1,1,8000-11000,12000
Brandon Vasquez,M,444428014,2002-03-28,Freshman,Mason Gross School of the Arts,0,1,['TS' 'RA' 'MS'],Suite,1,1,1,6000-8000,9000
Paul Howard,M,954213699,2004-07-22,Freshman,School of Engineering,0,0,['BS' 'MRS' 'MZH'],Suite,1,1,1,8000-11000,12000
Christopher Johnson DDS,M,147406731,2001-03-05,Sophomore,Rutgers Business School–Newark and New Brunswick,0,0,['JS' 'BH' 'NCA'],Apartment,1,1,1,8000-11000,12000
Danny Harmon,M,682887308,2001-02-05,Sophomore,School of Arts and Sciences,0,1,['AH' 'NCA' 'SA'],Apartment,1,1,1,8000-11000,12000
Anthony Bass,M,548748934,2003-11-12,Sophomore,School of Environmental and Biological Sciences,1,0,['RA' 'JS' 'MS'],Suite,1,1,1,6000-8000,9000
Megan Montgomery,F,614764855,2000-08-29,Freshman,School of Engineering,0,0,['BS' 'MZH' 'RA'],Traditional Residence Hall,1,0,1,4000-6000,7000
Valerie Martin,F,297756426,2005-06-20,Freshman,School of Management and Labor Relations,0,0,['SA' 'BS' 'CS'],Apartment,1,1,1,6000-8000,9000
Derek Medina,M,208819740,2005-02-01,Freshman,Edward J. Bloustein School of Planning and Public Policy,1,0,['BS' 'CS' 'JS'],Suite,1,0,1,8000-11000,12000
Gary Hill,M,639535945,2003-07-25,Freshman,Mason Gross School of the Arts,0,1,['BS' 'TS' 'SA'],Suite,1,1,1,8000-11000,12000
Ernest Howard,M,652584383,2004-06-21,Freshman,School of Arts and Sciences,0,0,['MZH' 'SA' 'RA'],Apartment,1,1,1,8000-11000,12000
Derek Gutierrez,M,179696377,2000-11-09,Freshman,School of Arts and Sciences,0,0,['SA' 'BS' 'MZH'],Traditional Residence Hall,1,1,1,6000-8000,9000
Melissa Figueroa,F,978034695,1999-10-01,Freshman,School of Engineering,0,0,['JS' 'BS' 'WS'],Suite,1,1,1,6000-8000,9000
