name,sex,RUID,date_of_birth,student_year,student_school,accessibility_need,low_income_status,preferred_hall_ids,preferred_residence_type,is_single_preferred,is_private_bathroom_preferred,laundry_availibility,preferred_price_range,max_price,roommate_preferences
Shawn Baldwin,M,805567951,1995-03-01,Masters,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[914136965, 217629003]"
Brent Davis,M,389571050,1996-10-25,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[938619390]
Savannah Vega,F,517774762,1997-07-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[654838787]
Adam Jenkins,M,321450520,1999-07-22,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[631971381, 333770075]"
Sierra Lambert,F,990359525,1998-08-25,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[453704076, 869279929]"
Jessica Powers,F,580814321,1996-05-13,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[587832424]
Kelsey Brewer,F,538174212,2000-03-28,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[875842074, 785475907]"
Rachel Washington,F,935180311,1995-06-06,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[183121178]
Deborah Knight,F,334900492,1996-06-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[751713813]
Amanda Smith,F,623439982,1996-10-25,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[761012156, 367161882]"
Carly Edwards PhD,F,770349011,1994-06-24,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[607747505]
Nichole Ortiz,F,276441353,1997-07-31,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[228838422]
Julie Lara,F,576023343,2000-09-19,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[980186188, 673697701]"
Susan Burnett,F,645103511,1994-03-30,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[906230408, 694836776]"
Timothy Espinoza,M,726290500,1994-02-01,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[357879090]
Brandon Collins,M,662000911,1998-06-06,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[455904531, 652502586]"
Paul Jenkins,M,752365295,1994-03-02,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[518842892]
Madison Mcbride,F,731482897,1999-10-29,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[906128115, 515384390]"
Adam Graves,M,498111896,1999-11-14,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[193292013, 141775438]"
Gregory Nguyen,M,453585903,1994-05-21,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[300010265, 712701549]"
Dawn Gilbert,F,665142788,1997-08-17,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[359980419]
Rachel Adams,F,731004257,1993-10-31,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[540436017, 564738559]"
James Dyer,M,280908893,2000-02-26,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[900932332, 966171711]"
Mark Phelps,M,108847488,1998-04-12,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[921219547, 543521474]"
Adriana Lester,F,584783331,1999-04-16,Postdoctoral studies,Graduate School of Applied and Professional Psychology,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[445979501, 866293732]"
Kevin Stevenson,M,787455482,1998-09-05,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[440336479, 842067997]"
Jesse Brown,M,156242249,1995-12-04,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[906357062, 266978214]"
John Jones,M,284915866,1996-08-16,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[406114021, 844177850]"
Brandon Santiago,M,243553815,1994-03-06,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[198354464]
Nicholas Wright,M,784043511,1998-09-04,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[435584870, 911830027]"
Mr. William Fields II,M,461798285,2000-04-18,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[647266770, 444512479]"
Megan Bruce,F,642688793,1996-06-22,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[206213768, 604425598]"
Katie Brock,F,874730559,1997-09-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[160758333]
Jacob Chandler,M,912960677,1995-08-16,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[380403726, 469354057]"
James Martinez,M,434614052,1999-05-05,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[310465990, 851167672]"
Whitney Moody,F,278427157,1994-09-24,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[974222091, 590470643]"
Ashley Baldwin,F,628830084,1994-01-28,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[727520945, 756012527]"
Todd Rios,M,266978214,1994-02-05,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[906357062]
Michael Reynolds,M,515384390,1997-03-17,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[906128115]
Keith Lin MD,M,870053430,1998-12-02,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,0,9000-10500,11500,[501849067]
Harry Wagner,M,499593316,1998-11-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[826576761, 970537318]"
Karl Martinez,M,225736889,1996-01-06,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[642860231]
Amy Collier,F,490494202,2000-06-12,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[206085693, 787084934]"
Jared Daniel,M,916901910,1996-11-23,Postdoctoral studies,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,9000-10500,11500,"[499721532, 283448642]"
Arthur Ross,M,769112205,1995-08-09,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,0,10500-12000,13000,[935327245]
Debra Macias,F,488658395,1999-02-27,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[599537905, 542327544]"
Michelle Castillo,F,359017783,2000-03-20,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[974755214, 553836494]"
Brian Wilson,M,406114021,1996-12-10,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[284915866, 844177850]"
Ashlee Morgan,F,211165024,2000-03-01,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[277441971, 950887327]"
Richard Mcfarland,M,171309239,1997-03-15,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[877617987]
Michael Rivera,M,533872367,1995-04-19,Masters,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[876507234, 947135310]"
John Edwards,M,353862666,2000-07-25,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[870910812, 533746763]"
Jonathan Pitts,M,539369979,1998-08-17,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[959272032]
Jessica Newton,F,647266770,1995-01-27,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[461798285, 444512479]"
Crystal Wheeler,F,900968162,1994-11-03,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[452387633]
Lucas Patel,M,107939015,1997-09-07,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[192010720]
Maria Wood,F,809291126,1994-01-19,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[350377708, 690739471]"
Rebecca Nelson,F,868813397,1993-10-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[555673138, 701095550]"
Nathan Scott,M,822143715,1998-05-21,Doctorate,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[305375237, 195319408]"
Mary Brown,F,388901115,1994-09-27,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[592712351, 148058487]"
Colleen Meyer,F,966171711,1998-10-30,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[280908893]
Reginald Flores,M,359980419,1997-07-12,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[367453807, 665142788]"
Patricia Williams,F,583890929,1994-01-11,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,0,9000-10500,11500,"[778271980, 839472189]"
Cindy Summers,F,325468987,1999-03-07,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[786226595, 715064475]"
Alicia Padilla,F,168351822,1999-06-08,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[668817682]
Emily Clayton,F,553836494,1998-05-17,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[974755214]
David Thomas,M,477050269,1998-12-23,Doctorate,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,0,9000-10500,11500,"[348221924, 306288915]"
Kenneth Hill,M,735676559,1994-04-01,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,[707617707]
Allison Thomas,F,395225718,1994-10-28,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[939087583, 550241506]"
Laura Ramirez,F,220815256,1999-12-26,Masters,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[198354464, 243553815]"
Christina Berry,F,736365825,1996-09-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[474352959, 873048542]"
Albert Blackburn,M,518842892,1997-09-29,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[450127999, 752365295]"
Melanie Gomez,F,808127824,1995-11-21,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[206428496]
Stephanie Holmes,F,906357062,1993-12-26,Masters,Graduate School of Applied and Professional Psychology,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[156242249, 266978214]"
Richard Martin,M,126730832,1996-08-23,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[957204813]
Kathryn Osborn,F,323669162,1997-11-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[846985527]
Renee Nguyen,F,774841141,1999-05-12,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,0,10500-12000,13000,"[228838422, 276441353]"
Christopher Hill,M,618595859,1994-06-27,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[584401085, 976436798]"
Todd Martin,M,533628340,1994-05-19,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[954573565]
Gregory Hernandez,M,308135290,2000-09-23,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[337659957, 300040685]"
Ryan Christensen,M,310857175,1996-09-16,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,[908561697]
Kathleen Clark,F,703843072,1994-03-17,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,"[183121178, 935180311]"
Mark Williams,M,917915418,2000-06-24,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,9000-10500,11500,[950474744]
Noah Byrd,M,114110080,2000-01-07,Masters,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[870268600, 977143816]"
Aaron Fernandez,M,779758440,1998-02-16,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,"[144806594, 282826823]"
Janet Whitney,F,654838787,1994-08-28,Postdoctoral studies,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[304859572, 517774762]"
Phyllis Obrien DVM,F,555673138,1999-08-14,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[868813397, 701095550]"
Matthew George,M,590470643,1999-05-01,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[974222091]
Joseph Mason,M,826576761,2000-04-27,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[499593316, 970537318]"
Barry Gilbert,M,356748818,1993-11-11,Masters,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[128736513, 162529216]"
Cindy Brown,F,277441971,1995-08-19,Doctorate,Graduate School of Applied and Professional Psychology,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[211165024, 950887327]"
Danielle Dillon,F,949487543,1994-11-06,Masters,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[191953524, 465470472]"
Gerald Barajas,M,501849067,1996-07-16,Doctorate,School of Graduate Studies,0,1,['JA' 'BA'],Apartment,1,0,1,9000-10500,11500,"[545573788, 870053430]"
Jeffrey Smith,M,713907407,1996-05-28,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[553376952, 830818369]"
David Combs,M,826357751,1995-09-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[421977562, 825087571]"
Diana Watkins,F,906128115,1993-12-09,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[731482897, 515384390]"
Nicole Atkins,F,898570509,1994-10-30,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[359773385, 905973783]"
Monica Wolfe,F,452387633,1994-05-25,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[251174737, 900968162]"
Jessica Hill,F,911830027,1996-04-28,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[435584870]
Rachel Grant,F,825087571,1997-05-08,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[826357751]
Heather Francis,F,565692718,1995-07-31,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[869836875, 604091963]"
Billy Brown,M,943977590,1995-03-18,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[654528392, 282127297]"
John Wallace,M,694836776,1997-01-24,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[906230408]
Brenda Rodriguez,F,444512479,1999-07-17,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,[461798285]
Donald Elliott,M,599537905,1998-04-30,Masters,School of Graduate Studies,1,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[488658395, 542327544]"
Phillip Chen,M,870268600,1997-05-28,Postdoctoral studies,Graduate School of Education,0,1,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[114110080, 977143816]"
Alexis Gutierrez,F,187067110,1994-07-20,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[517684259, 469522943]"
Natalie Hughes,F,921219547,1994-03-30,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[108847488, 543521474]"
Brian Perez,M,874622707,1994-10-08,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[559400672]
Tanya Meyer,F,914136965,1994-03-31,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[805567951, 217629003]"
Joseph Beasley,M,195319408,1999-09-03,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[822143715]
Alexis Smith,F,937541281,1993-12-28,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[175748512]
Phillip Everett,M,697644784,1997-05-19,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[796933005, 545634234]"
William Turner,M,631871578,2000-03-25,Doctorate,School of Graduate Studies,1,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[206500855]
Kathleen Bradley,F,118506512,2000-04-23,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[959272032, 539369979]"
Lynn Young,F,748784456,1993-10-03,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[962331946]
Brandon Smith,M,777013717,1999-04-05,Masters,Graduate School of Education,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[332034757]
Dawn Harris,F,462141937,1994-04-14,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[607747505, 770349011]"
Dennis Cobb,M,751596246,2000-05-06,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[259710294]
Michael Watkins,M,896177176,2000-08-17,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[357879090, 726290500]"
William Hale,M,367035756,1995-10-13,Masters,Graduate School of Applied and Professional Psychology,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[937146637, 360322340]"
Jennifer Snyder,F,962331946,1998-06-19,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[873492183, 748784456]"
John Hale,M,306288915,2000-05-23,Doctorate,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[477050269]
Anna Taylor,F,359773385,1997-12-23,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,"[898570509, 905973783]"
Tammy Kramer,F,213639273,1997-04-12,Postdoctoral studies,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[512866803, 674977561]"
Robert Banks,M,877617987,1994-09-05,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[705250892, 171309239]"
Mrs. Angela Brown,F,350377708,1999-03-30,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,0,1,10500-12000,13000,"[809291126, 690739471]"
Nicholas Kennedy,M,128736513,1995-08-09,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[356748818, 162529216]"
Scott Johnson,M,650508965,1998-12-11,Postdoctoral studies,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[387117382, 983533427]"
Jerry Edwards,M,300040685,2000-05-07,Doctorate,Graduate School of Education,1,0,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,[337659957]
William Morris,M,876152294,1998-03-19,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[444622806, 176835594]"
Andrew Casey,M,386876700,1995-10-02,Postdoctoral studies,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,0,1,9000-10500,11500,"[206500855, 631871578]"
Raven Gamble,F,883914977,1998-02-22,Doctorate,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,9000-10500,11500,"[886030092, 151135427]"
Renee Ford,F,208065723,1999-10-17,Doctorate,Graduate School of Education,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[761969699, 378446496]"
John Orr,M,674977561,2000-02-26,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,[512866803]
Lauren Mccarty,F,830818369,1996-08-24,Masters,Graduate School of Education,0,0,['JA' 'BA'],Apartment,1,0,1,9000-10500,11500,[553376952]
Allen Dawson,M,214172824,1995-04-30,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,0,1,10500-12000,13000,"[896634238, 880498077]"
James Robertson,M,681847327,1997-03-22,Doctorate,School of Graduate Studies,0,1,['BA' 'JA'],Apartment,1,1,1,10500-12000,13000,"[311009982, 738133678]"
Theresa Smith,F,654528392,1996-10-07,Masters,School of Graduate Studies,0,0,['BA' 'JA'],Apartment,1,1,1,9000-10500,11500,"[943977590, 282127297]"
Monique Walton,F,787696128,1995-06-27,Masters,School of Graduate Studies,0,0,['JA' 'BA'],Apartment,1,1,1,10500-12000,13000,[906376606]
